utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,svalm2,haednr,fjibmhl,top_floor,two_storey,storeys_3,lyftuhus,age_studull,bath_fixtures,fjbilsk,lodpflm,innig_factor,nybygging,fjarmalastofnunselur,hverfi,gata
7/8/2016,34600,34306,1200,"74,5",0,0,0,0,"6,6","6,7",2,26,0,0,0,1,15,2,1,76,1,0,0,92,46
8/4/2016,57000,56441,1200,"129,7",0,0,0,0,"8,9","10,5",4,90,0,0,0,1,2,2,1,66,1,1,0,92,46
6/23/2016,89900,89488,1200,"158,1",0,0,0,0,"16,8","39,3",7,90,0,1,0,1,2,4,4,120,1,1,0,92,46
8/12/2016,52900,52680,1200,"125,2",0,0,0,0,"9,3","22,2",1,90,0,0,0,1,2,2,1,"64,8",1,1,0,92,46
8/13/2016,31000,30941,1200,"92,4","92,4",0,0,0,"2,5",0,0,3,0,0,0,0,45,2,0,"119,5","0,91",0,0,92,0
8/20/2016,52400,51657,1200,"97,6",0,0,0,0,"10,8","6,6",5,90,0,0,0,1,2,2,1,"57,2",1,1,0,92,46
8/20/2016,33900,33872,1200,"74,5",0,0,0,0,"6,6","6,8",2,30,0,0,0,1,20,2,0,66,"1,17",0,0,92,0
8/17/2016,31000,30761,1200,"72,1",0,"72,1",0,0,0,"8,8",2,3,0,0,0,0,45,2,0,104,"1,1",0,0,92,0
8/21/2016,27500,27438,1200,"83,4",0,"83,4","10,1",0,0,"1,8",2,3,0,0,0,0,45,2,0,136,1,0,1,92,0
8/27/2016,45000,44661,1200,"104,3",0,0,0,0,"7,1","17,8",1,90,0,0,0,1,2,2,1,"56,8",1,0,0,92,46
8/31/2016,45700,44799,1200,"102,9",0,0,0,0,"7,9","14,6",3,32,0,0,0,1,10,2,1,73,1,0,0,92,46
7/8/2016,59000,58930,1200,"130,2",0,0,0,0,"4,6","10,4",3,48,0,0,0,1,16,5,1,"118,7",1,0,0,92,46
9/14/2016,55000,54269,1200,"115,5",0,0,0,0,"10,3","13,3",3,90,0,0,0,1,2,2,1,"62,3",1,0,0,92,46
9/11/2016,86000,85874,1200,"158,3",0,0,0,0,"14,4",43,7,90,0,1,0,1,2,4,1,"86,7",1,0,0,92,46
9/11/2016,38000,37932,1200,"86,5",0,0,0,0,"6,7","4,8",2,42,0,0,0,1,18,2,0,90,"0,94",0,0,92,0
9/21/2016,70000,68665,1200,"111,4",0,0,0,0,"7,8","120,3",7,26,1,0,0,1,15,2,1,137,1,0,0,92,46
10/6/2016,17500,17500,1200,"27,5",0,0,0,0,0,0,3,38,0,0,0,1,45,2,0,43,1,0,0,92,0
9/24/2016,21000,20993,1200,"39,7","39,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,77,1,0,0,92,0
10/20/2016,41500,41500,1200,"93,3",0,0,0,0,"9,7","14,6",3,32,0,0,0,1,10,2,1,72,1,0,0,92,46
11/2/2016,37600,37297,1200,"74,5",0,0,0,0,"4,9","6,7",3,25,0,0,0,1,16,2,0,62,1,0,0,92,46
10/27/2016,42600,42573,1200,"97,5",0,0,0,0,"5,2","7,7",5,26,0,0,0,1,15,2,1,95,1,0,0,92,46
10/27/2016,62200,61501,1200,"129,7",0,0,0,0,12,"10,5",5,90,0,0,0,1,2,2,2,"77,8",1,1,0,92,46
11/23/2016,28000,27721,1223,"52,8",0,0,0,0,"6,1","7,6",3,12,0,0,0,1,26,2,0,"73,9",1,0,0,92,0
12/7/2016,29500,29479,1200,"71,2","71,2",0,0,0,0,0,0,3,0,0,0,0,45,2,0,139,1,0,0,92,0
11/17/2016,43900,43867,1200,"82,9",0,0,0,0,"8,5","8,9",3,90,0,0,0,1,2,2,1,"47,4",1,0,0,92,46
12/10/2016,27000,26980,1200,"62,7",0,0,0,0,"4,6",0,1,3,0,0,0,0,20,2,0,"132,1",1,0,1,92,0
11/27/2016,35900,35879,1223,"84,8",0,0,0,0,"4,4","5,5",6,35,0,0,0,1,45,2,0,137,"0,96",0,0,92,0
12/24/2016,52500,52199,1200,"115,5",0,0,0,0,"8,5","13,3",2,90,0,0,0,1,2,2,1,"61,6",1,0,0,92,46
11/24/2016,19700,19536,1200,"39,7","39,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,75,1,0,0,92,0
1/15/2017,53000,52899,1200,"134,1",0,0,0,0,"9,4","69,2",1,56,0,0,0,1,7,2,2,"78,6",1,0,0,92,46
1/28/2017,25500,25490,1200,50,0,0,0,0,"2,8","3,2",1,70,0,0,0,1,45,2,0,53,1,0,0,92,0
1/27/2017,27400,27356,1200,"48,6",0,0,"12,8",0,6,"1,8",2,3,0,0,0,0,45,2,0,"115,8",1,0,0,92,0
12/31/2016,67000,65602,1200,"124,7",0,0,0,0,"15,7","10,5",6,90,0,0,0,1,2,2,1,"68,1",1,1,0,92,46
1/27/2017,39000,38779,1200,80,0,0,0,"18,9",0,0,1,3,0,0,0,0,45,2,0,128,1,0,0,92,0
2/9/2017,42200,42121,1200,"70,9",0,0,0,0,"7,1",25,1,44,0,0,0,1,1,2,1,"41,5",1,1,0,92,46
2/3/2017,51400,50938,1200,"82,6",0,0,0,0,"7,4","13,6",4,44,0,0,0,1,1,2,1,"49,1",1,1,0,92,46
2/11/2017,54600,54363,1200,"88,9",0,0,0,0,8,14,4,44,0,0,0,1,1,2,1,"52,8",1,1,0,92,46
3/4/2017,58900,58830,1200,"102,3",0,0,0,0,9,"10,6",2,44,0,0,0,1,1,2,1,"56,9",1,1,0,92,46
3/12/2017,26500,26490,1200,51,0,0,0,0,"2,8","3,2",1,70,0,0,0,1,45,2,0,54,1,0,0,92,0
3/19/2017,61000,60109,1200,"122,7",0,0,0,0,"7,6","6,7",6,25,0,0,0,1,17,2,1,114,1,0,0,92,46
3/10/2017,33500,33488,1200,"77,5",0,"77,5",10,0,0,"5,2",2,3,0,0,0,0,45,2,0,"131,3",1,0,0,92,0
3/23/2017,42200,42043,1200,"70,9",0,0,0,0,"7,1",25,1,44,0,0,0,1,1,2,1,"41,5",1,1,0,92,46
3/26/2017,31900,31843,1200,"62,1","62,1",0,0,0,0,0,0,3,0,0,0,0,45,2,0,117,"1,15",0,0,92,0
3/30/2017,59300,59226,1200,"117,3",0,0,0,0,"13,2","10,5",5,90,0,0,0,1,3,2,2,"73,6",1,1,0,92,46
3/30/2017,43400,42454,1200,"70,9",0,0,0,0,"6,4","25,2",1,44,0,0,0,1,1,2,1,"42,3",1,1,0,92,46
4/2/2017,78800,76964,1200,"127,3",0,0,0,0,"9,1","37,8",1,44,0,0,0,1,1,3,2,"75,2",1,1,0,92,46
4/7/2017,46800,46234,1200,"82,6",0,0,0,0,"7,4","16,6",2,44,0,0,0,1,1,2,1,"48,9",1,1,0,92,46
4/8/2017,23700,23659,1200,"33,6",0,0,0,0,"24,3",0,1,3,0,0,0,0,45,2,0,100,1,0,1,92,0
4/13/2017,46700,46536,1200,"69,5",0,0,0,0,"7,1","9,7",4,44,0,0,0,1,1,2,1,"42,7",1,1,0,92,46
4/12/2017,52500,52473,1200,"93,3",0,0,0,0,"10,8","14,6",5,33,0,0,0,1,10,2,1,72,1,0,0,92,46
4/12/2017,82400,82371,1200,"170,7",0,0,0,0,"12,2","16,6",4,90,0,0,0,1,3,2,2,94,1,0,0,92,46
4/13/2017,31500,31473,1200,50,0,0,0,0,"2,7","3,2",2,70,0,0,0,1,45,2,0,53,1,0,0,92,0
4/20/2017,45000,44957,1200,"100,7",0,0,0,0,"7,7","4,8",3,42,0,0,0,1,19,2,0,104,"1,19",0,0,92,0
4/26/2017,56500,55858,1200,"88,4",0,0,0,0,"8,1","12,7",4,44,0,0,0,1,1,2,1,"51,7",1,1,0,92,46
4/26/2017,44000,43902,1200,"70,9",0,0,0,0,"7,2","8,2",2,44,0,0,0,1,1,2,1,43,1,1,0,92,46
4/30/2017,103000,100949,1200,"191,2",0,0,0,0,"12,9","8,6",6,56,0,0,0,1,7,5,2,"113,8",1,0,0,92,46
4/30/2017,49800,48975,1200,"70,9",0,0,0,0,"7,4","8,2",5,44,1,0,0,1,1,2,1,"43,2",1,1,0,92,46
5/6/2017,44900,44621,1200,"69,5",0,0,0,0,"7,1","9,7",2,44,0,0,0,1,1,2,1,"42,2",1,1,0,92,46
4/26/2017,66500,64831,1200,"102,3",0,0,0,0,"9,3","10,6",5,44,1,0,0,1,1,2,1,"57,2",1,1,0,92,46
5/14/2017,47300,46901,1200,"70,9",0,0,0,0,"11,5","8,2",2,44,0,0,0,1,1,2,1,"45,6",1,1,0,92,46
5/19/2017,53500,53231,1200,"104,5",0,0,0,0,"4,2","6,4",2,48,0,0,0,1,17,2,1,"101,7",1,0,0,92,46
5/21/2017,44900,44364,1200,"69,5",0,0,0,0,"7,1","9,7",3,44,0,0,0,1,1,2,1,"42,1",1,1,0,92,46
5/15/2017,67900,66538,1200,"117,3",0,0,0,0,"12,2","10,5",6,90,0,0,0,1,3,2,2,74,1,0,0,92,46
5/24/2017,54900,53960,1200,"97,5",0,0,0,0,"5,1","7,7",4,25,0,0,0,1,17,2,1,99,1,0,0,92,46
5/26/2017,39700,39669,1223,"84,8",0,0,0,0,"5,1","5,5",2,35,0,0,0,1,45,2,0,138,"1,2",0,0,92,0
5/18/2017,48000,47586,1200,"124,7",0,0,0,0,"8,8","10,5",2,90,0,0,0,1,3,2,1,"65,3",1,0,0,92,46
6/2/2017,62200,61544,1200,"102,3",0,0,0,0,10,"10,6",3,44,0,0,0,1,1,2,1,"57,2",1,1,0,92,46
6/4/2017,55500,55343,1200,"119,3",0,0,0,0,"8,3","9,8",4,26,0,0,0,1,16,2,1,109,1,0,0,92,46
6/11/2017,54800,54480,1200,"88,9",0,0,0,0,"8,7",14,2,44,0,0,0,1,1,2,1,"52,6",1,1,0,92,46
4/2/2017,52000,48290,1200,"97,5",0,0,0,0,"5,1","7,7",3,25,0,0,0,1,17,2,1,98,1,0,0,92,46
6/22/2017,29250,29243,1200,51,0,0,0,0,"2,8","3,2",6,70,0,0,0,1,45,2,0,54,1,0,0,92,0
7/5/2017,39600,38634,1223,"69,3",0,0,0,0,"6,1","9,9",2,12,0,0,0,1,27,2,1,"114,4",1,0,0,92,0
7/15/2017,61000,60691,1200,"124,7",0,0,0,0,"8,8","10,5",3,90,0,0,0,1,3,2,1,"65,3",1,0,0,92,46
7/16/2017,31500,31448,1200,50,0,0,0,0,"2,9","3,2",8,70,0,0,0,1,45,2,0,53,1,0,0,92,0
7/16/2017,60900,60713,1200,"117,3",0,0,0,0,"8,7","10,5",4,90,0,0,0,1,3,2,2,"72,3",1,0,0,92,46
8/13/2017,78000,78000,1200,160,0,0,0,0,"23,2",41,7,90,0,1,0,1,3,4,3,115,1,0,0,92,46
8/30/2017,36000,35972,1200,"67,8",0,0,0,0,"7,4",0,1,30,0,0,0,1,21,2,0,61,"1,17",0,0,92,0
9/15/2017,52900,52679,1223,"123,1",0,0,0,0,"6,1","11,8",3,12,0,0,0,1,27,2,1,"187,2",1,0,0,92,0
10/15/2017,89500,89098,1200,"127,3",0,0,0,0,"12,6","14,9",5,44,1,0,0,1,1,3,1,"67,8",1,0,0,92,46
10/12/2017,53500,52199,1200,"69,5",0,0,0,0,"7,1","9,7",5,44,1,0,0,1,1,2,1,"42,2",1,1,0,92,46
10/28/2017,42900,42550,1200,"74,5",0,0,0,0,"4,7","6,7",6,25,0,0,0,1,17,2,1,77,1,0,0,92,46
11/8/2017,99000,96358,1200,"208,2",0,0,0,0,"7,6","203,4",7,25,1,0,0,1,15,2,2,239,1,0,0,92,46
11/12/2017,31500,31472,1200,"69,8","69,8",0,0,0,0,0,0,3,0,0,0,0,45,2,0,94,"0,93",0,0,92,0
11/19/2017,33500,33399,1200,"59,5",0,0,0,0,"4,1",6,6,70,0,0,0,1,45,2,0,63,1,0,0,92,0
11/29/2017,73000,71291,1200,128,0,0,0,0,"15,8","14,6",6,32,0,0,0,1,11,2,1,89,1,0,0,92,46
12/3/2017,61400,61241,1200,"88,4",0,0,0,0,"7,8","12,7",2,44,0,0,0,1,1,2,1,"51,7",1,0,0,92,46
12/6/2017,40900,40429,1223,"99,9",0,0,0,0,6,"11,8",3,12,0,0,0,1,27,2,0,"139,1",1,0,0,92,0
12/24/2017,52000,51986,1200,"113,4",0,0,0,0,"7,1","9,5",1,90,0,0,0,1,3,2,1,"60,2",1,1,0,92,46
12/20/2017,72000,71631,1200,"140,6",0,0,0,0,"11,5","8,6",5,56,0,0,0,1,7,4,1,68,1,0,0,92,46
12/22/2017,54200,53620,1200,"97,5",0,0,0,0,"6,6","7,7",2,25,0,0,0,1,17,2,1,100,1,0,0,92,46
12/21/2017,85300,84327,1200,"127,3",0,0,0,0,"9,8","14,9",4,44,0,0,0,1,1,3,1,"67,1",1,1,0,92,46
12/31/2017,80900,79904,1200,"127,3",0,0,0,0,"9,5","14,9",2,44,0,0,0,1,1,3,1,"67,2",1,0,0,92,46
1/18/2018,53300,52714,1200,"70,9",0,0,0,0,"7,4","8,2",4,44,0,0,0,1,2,2,1,"42,8",1,1,0,92,46
1/18/2018,63000,58500,1200,"126,5",0,0,0,0,"16,9","14,6",3,33,0,0,0,1,11,2,1,90,1,0,0,92,46
1/25/2018,41000,40944,1200,"75,6",0,0,0,0,"7,7","7,3",1,33,0,0,0,1,11,2,1,58,1,0,0,92,46
1/27/2018,39900,39692,1200,"74,5",0,0,0,0,"6,6",0,1,30,0,0,0,1,22,2,0,66,"1,17",0,0,92,0
2/9/2018,45000,44729,1200,"82,9",0,0,0,0,"7,3","8,9",2,90,0,0,0,1,4,2,1,"46,8",1,0,0,92,46
2/7/2018,35000,34996,1223,70,0,0,0,0,"5,5","26,9",2,12,0,0,0,1,28,2,0,"105,5",1,0,0,92,0
2/8/2018,31900,31861,1200,50,0,0,0,0,"2,8","3,2",6,70,0,0,0,1,45,2,0,53,1,0,0,92,0
2/15/2018,51300,50968,1200,"97,5",0,0,0,0,"5,6","7,7",6,26,0,0,0,1,17,2,1,97,1,0,0,92,46
2/16/2018,68600,67283,1200,"102,3",0,0,0,0,"9,6","17,8",1,44,0,0,0,1,2,2,1,"55,2",1,0,0,92,46
2/17/2018,49900,49872,1200,"100,7",0,0,0,0,"7,6","4,8",5,42,0,0,0,1,20,2,0,104,"0,94",0,0,92,0
3/7/2018,56000,55558,1200,"119,3",0,0,0,0,"8,1","9,8",2,26,0,0,0,1,17,2,1,109,1,0,0,92,46
3/7/2018,77500,76981,1200,"153,6",0,0,0,0,"14,8","7,3",4,12,0,0,0,1,15,4,1,124,1,0,0,92,46
3/11/2018,53400,53372,1200,"93,3",0,0,0,0,"8,5","14,6",2,33,0,0,0,1,11,2,1,71,1,0,0,92,46
3/10/2018,35000,34896,1223,"68,8",0,0,0,0,"4,4",16,9,35,1,0,0,1,45,2,0,115,"1,09",0,0,92,0
3/17/2018,43000,38700,1200,"86,9",0,0,0,0,"7,6","4,8",2,42,0,0,0,1,20,2,0,92,"0,94",0,0,92,0
3/23/2018,39500,39442,1200,"77,3",0,0,0,0,0,"5,4",8,38,0,0,0,1,45,2,0,127,1,0,0,92,0
3/24/2018,94300,92907,1200,"127,7",0,0,0,0,"11,9","37,2",7,34,0,0,0,1,1,2,2,"86,6",1,1,0,92,46
3/28/2018,57300,56875,1200,"106,8",0,0,0,0,"9,2","71,6",1,34,0,0,0,1,1,2,1,"55,1",1,1,0,92,46
4/12/2018,59200,58461,1200,"88,4",0,0,0,0,"7,8","17,7",1,44,0,0,0,1,2,2,1,"49,6",1,1,0,92,46
4/15/2018,30800,30791,1200,"46,2",0,0,0,0,"38,4",0,1,3,0,0,0,0,45,2,0,145,1,0,0,92,0
4/13/2018,55500,54940,1200,"104,5",0,0,0,0,"4,9","6,4",5,48,0,0,0,1,18,2,1,"101,9",1,0,0,92,46
4/22/2018,38700,38686,1200,"67,8",0,0,0,0,"7,4",0,1,30,0,0,0,1,22,2,0,61,"1,17",0,0,92,0
4/22/2018,51500,51446,1200,"78,6",0,0,0,0,"8,4","9,6",4,34,0,0,0,1,1,2,1,"48,3",1,1,0,92,46
4/26/2018,65500,65500,1200,"106,8",0,0,0,0,"14,1","6,4",5,34,0,0,0,1,1,2,1,"61,6",1,1,0,92,46
4/20/2018,55600,55593,1200,"70,9",0,0,0,0,"7,6","8,2",5,44,1,0,0,1,2,2,1,"43,9",1,1,0,92,46
5/9/2018,37500,37400,1200,"70,6",0,"70,6","6,7",0,"2,3","3,3",2,3,0,0,0,0,45,2,0,139,1,0,0,92,0
5/16/2018,38500,38454,1200,"95,2","95,2",0,0,0,0,0,0,3,0,0,0,0,45,2,0,162,1,0,0,92,0
5/18/2018,52000,51673,1200,"93,3",0,0,0,0,"8,5","14,6",2,32,0,0,0,1,12,2,1,71,1,0,0,92,46
5/26/2018,52800,52778,1200,"101,3",0,0,0,0,"8,7","34,5",1,34,0,0,0,1,1,2,1,"54,9",1,1,0,92,46
5/25/2018,64500,63579,1200,"119,3",0,0,0,0,"7,8","9,8",6,26,0,0,0,1,17,2,1,110,1,0,0,92,46
6/3/2018,87000,86363,1200,"208,2",0,0,0,0,"7,6","206,8",7,25,1,0,0,1,18,5,1,185,1,0,0,92,46
6/9/2018,20900,20879,1200,"27,5",0,0,0,0,0,0,3,38,0,0,0,1,45,2,0,43,1,0,0,92,0
6/8/2018,78500,78144,1200,"150,5",0,0,0,0,"15,1","7,3",6,12,1,0,0,1,15,4,2,133,1,0,0,92,46
6/15/2018,55500,55136,1200,"78,6",0,0,0,0,"7,8","9,6",6,34,0,0,0,1,1,2,1,"51,6",1,1,0,92,46
6/14/2018,53800,53796,1200,"70,9",0,0,0,0,"7,2","8,2",4,44,0,0,0,1,2,2,1,"43,9",1,0,0,92,46
6/14/2018,60000,59341,1200,"125,2",0,0,0,0,"13,1","22,2",1,90,0,0,0,1,4,2,1,"65,5",1,0,0,92,46
6/6/2018,42900,41914,1200,"76,1",0,0,"0,7","25,8",7,"3,5",1,3,0,0,0,0,45,2,0,177,1,0,0,92,0
7/1/2018,55089,55089,1200,"109,2",0,0,0,0,"13,3","23,7",7,34,0,0,0,1,1,2,2,77,1,1,0,92,46
6/23/2018,67900,67776,1200,"124,7",0,0,0,0,"13,6","10,5",5,90,0,0,0,1,4,2,2,"77,2",1,0,0,92,46
6/14/2018,37800,36374,1200,"58,2",0,0,0,0,"6,8","4,8",5,42,0,0,0,1,20,2,0,66,"0,94",0,0,92,0
7/13/2018,29500,29471,1200,51,0,0,0,0,"3,2","3,2",1,70,0,0,0,1,45,2,0,54,1,0,0,92,0
7/18/2018,28800,28026,1200,"54,7",0,0,0,0,0,"5,4",5,38,0,0,0,1,45,2,0,90,1,0,0,92,0
8/3/2018,46000,45998,1200,"97,5",0,0,0,0,"5,6",0,1,25,0,0,0,1,16,2,0,76,1,0,0,92,46
8/26/2018,59200,57634,1200,"88,9",0,0,0,0,"8,4","18,8",1,44,0,0,0,1,2,2,1,"50,5",1,0,0,92,46
9/7/2018,54000,53615,1200,"104,5",0,0,0,0,"4,7","6,4",4,48,0,0,0,1,18,3,1,"101,9",1,0,0,92,46
9/9/2018,54900,53931,1200,"104,5",0,0,0,0,"4,7","6,4",4,48,0,0,0,1,18,3,1,"101,9",1,0,0,92,46
9/21/2018,64000,63593,1200,119,0,0,0,0,"10,5","11,8",3,90,0,0,0,1,4,2,2,"74,3",1,0,0,92,46
9/12/2018,23650,23650,1200,"47,3","47,3",0,0,0,0,0,0,3,0,0,0,0,45,2,0,"73,9",1,0,0,92,0
9/9/2018,43000,43071,1200,"97,5",0,0,0,0,6,"7,7",4,26,0,0,0,1,17,2,1,95,1,0,0,92,46
10/11/2018,51000,50571,1200,"97,5",0,0,0,0,"5,6","7,7",6,26,0,0,0,1,17,2,1,97,1,0,0,92,46
10/5/2018,41500,41422,1223,"76,8",0,0,0,0,"5,5","11,8",2,12,0,0,0,1,28,2,0,"105,9",1,0,0,92,0
9/22/2018,55200,55183,1200,"97,7",0,0,0,0,"10,6","11,4",3,34,0,0,0,1,1,2,1,"55,6",1,0,0,92,46
10/24/2018,56900,56488,1200,"104,5",0,0,0,0,"5,8",0,1,48,0,0,0,1,18,2,1,"99,5",1,0,0,92,46
10/21/2018,39900,39764,1200,"77,3",0,0,0,0,0,"5,4",2,38,0,0,0,1,45,2,0,127,1,0,0,92,0
10/26/2018,25800,25773,1200,"39,7","39,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,75,1,0,0,92,0
10/28/2018,44000,43986,1200,"74,5",0,0,0,0,6,"6,8",4,30,0,0,0,1,22,2,0,66,"1,17",0,0,92,0
11/10/2018,55000,55000,1200,"101,1",0,0,0,0,"8,8","23,2",1,90,0,0,0,1,4,2,1,"54,5",1,0,0,92,46
11/11/2018,55000,54275,1200,"104,5",0,0,0,0,"4,9","6,4",5,48,0,0,0,1,18,2,1,"101,9",1,0,0,92,46
11/18/2018,25000,25000,1200,"39,7","39,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,77,1,0,0,92,0
12/2/2018,44000,43832,1200,"97,5",0,0,0,0,"6,6","7,7",2,25,0,0,0,1,18,2,0,83,1,0,0,92,46
12/8/2018,63000,61834,1200,"137,7",0,0,0,0,"11,1","3,8",2,12,0,0,0,1,15,5,1,108,1,0,0,92,46
12/20/2018,64000,63522,1200,"124,7",0,0,0,0,"8,9","10,5",4,90,0,0,0,1,4,2,2,"75,8",1,0,0,92,46
12/22/2018,62000,60243,1200,"119,3",0,0,0,0,"7,6","9,8",4,25,0,0,0,1,16,2,1,107,1,0,0,92,46
12/22/2018,60000,59951,1200,"137,7",0,0,0,0,"11,4","3,8",4,12,0,0,0,1,15,4,1,108,1,0,0,92,46
12/20/2018,48000,47986,1200,"97,5",0,0,0,0,"6,6","7,7",2,25,0,0,0,1,18,2,1,99,1,0,0,92,46
1/16/2019,58700,58597,1200,"97,7",0,0,0,0,"11,6","11,4",4,34,0,0,0,1,2,2,1,"54,4",1,0,0,92,46
11/8/2018,65500,64715,1200,"126,5",0,0,0,0,"10,2","14,6",1,32,0,0,0,1,12,2,1,86,1,0,0,92,46
1/27/2019,45300,45134,1200,"86,9",0,0,0,0,"7,6","4,8",2,42,0,0,0,1,21,2,0,92,"0,94",0,0,92,0
1/30/2019,72500,72405,1200,"124,2",0,0,0,0,"9,1","8,6",4,56,0,0,0,1,9,2,2,"75,8",1,0,0,92,46
1/31/2019,57400,57354,1200,"119,3",0,0,0,0,"7,8","9,8",6,26,0,0,0,1,18,2,1,111,1,0,0,92,46
2/9/2019,50000,49532,1200,"97,4",0,0,0,0,"7,5","24,1",1,34,0,0,0,1,2,2,1,"52,6",1,0,0,92,46
2/15/2019,45000,43403,1200,"74,5",0,0,0,0,"4,7","6,7",6,25,0,0,0,1,17,2,1,74,1,0,0,92,46
2/21/2019,52000,51973,1200,"97,5",0,0,0,0,6,"7,7",3,26,0,0,0,1,18,2,1,95,1,0,0,92,46
2/21/2019,38500,37862,1200,"77,4",0,0,0,0,"7,6","4,8",2,42,0,0,0,1,21,2,0,83,"0,94",0,0,92,0
2/20/2019,28000,27986,1223,"46,6",0,0,0,0,"6,6",0,1,35,0,0,0,1,45,2,0,87,"0,98",0,0,92,0
2/22/2019,53000,52633,1200,"97,5",0,0,0,0,"5,6","7,7",6,25,0,0,0,1,17,2,1,94,1,0,0,92,46
1/25/2019,36700,36550,1200,"58,2",0,0,0,0,"6,6","4,8",2,42,0,0,0,1,21,2,0,66,"0,94",0,0,92,0
3/9/2019,68000,67983,1200,"150,5",0,0,0,0,"12,7","7,3",5,12,0,0,0,1,16,4,1,119,1,0,0,92,46
3/17/2019,65000,64227,1200,"153,6",0,0,0,0,"13,4","7,3",3,12,0,0,0,1,16,4,1,123,1,0,0,92,46
3/17/2019,38500,38472,1200,"77,3",0,0,0,0,0,"5,4",8,38,0,0,0,1,45,2,0,127,1,0,0,92,0
3/29/2019,27000,26958,1200,"53,1",0,"53,1","5,3",0,0,"2,6",2,3,0,0,0,0,45,2,0,164,1,0,0,92,0
4/7/2019,82000,81621,1200,128,0,0,0,0,"18,9","14,6",6,33,1,0,0,1,12,3,2,106,1,0,0,92,46
4/14/2019,42000,41691,1200,"74,5",0,0,0,0,6,"6,8",6,30,0,0,0,1,23,2,0,66,"1,17",0,0,92,0
4/19/2019,53500,52826,1200,"93,3",0,0,0,0,"8,5","14,6",2,32,0,0,0,1,13,2,1,71,1,0,0,92,46
4/26/2019,60000,59169,1200,"100,4",0,0,0,0,"6,5","9,9",4,94,0,0,0,1,1,4,0,"23,4",1,1,0,92,0
4/18/2019,60000,59916,1200,"119,3",0,0,0,0,"7,6","9,8",6,25,0,0,0,1,17,2,1,107,1,0,0,92,46
5/19/2019,69800,69653,1200,"137,7",0,0,0,0,10,"3,8",6,12,1,0,0,1,16,4,1,107,1,0,0,92,46
5/25/2019,52900,52767,1200,"97,5",0,0,0,0,"4,9","7,7",2,25,0,0,0,1,19,2,1,98,1,0,0,92,46
5/29/2019,63800,63779,1200,"97,7",0,0,0,0,"9,9","11,4",6,34,0,0,0,1,2,2,1,"59,1",1,0,0,92,46
6/14/2019,53000,52986,1200,"104,5",0,0,0,0,"4,8","6,4",3,48,0,0,0,1,19,3,1,"102,2",1,0,0,92,46
6/21/2019,60500,59725,1200,"119,3",0,0,0,0,"8,3","9,8",5,26,0,0,0,1,18,2,1,110,1,0,0,92,46
6/20/2019,37500,37393,1200,"77,3",0,0,0,0,0,"5,4",3,38,0,0,0,1,45,2,0,127,1,0,0,92,0
6/23/2019,31300,31286,1200,50,0,0,0,0,"2,7","3,2",2,70,0,0,0,1,45,2,0,53,1,0,0,92,0
6/26/2019,46250,46222,1200,"79,5",0,0,0,0,"7,6","7,3",2,32,0,0,0,1,13,2,1,61,1,0,0,92,46
7/13/2019,49900,49808,1200,"70,9",0,0,0,0,"8,1","8,2",3,44,0,0,0,1,3,2,1,"43,9",1,0,0,92,46
7/13/2019,32000,32000,1200,"74,5",0,0,0,0,6,"6,8",5,30,0,0,0,1,23,2,0,66,"1,17",0,0,92,0
7/14/2019,43100,43059,1200,"72,1",0,"72,1",0,0,0,"8,8",2,3,0,0,0,0,45,2,0,104,"1,1",0,0,92,0
7/31/2019,56500,56297,1200,"97,5",0,0,0,0,"5,2","7,7",6,25,0,0,0,1,19,3,1,98,1,0,0,92,46
8/22/2019,95000,88000,1200,160,0,0,0,0,"23,2",41,7,90,0,1,0,1,5,4,3,115,1,0,0,92,46
8/22/2019,70000,70000,1200,"124,7",0,0,0,0,"9,2","10,5",4,90,0,0,0,1,5,2,2,"75,8",1,0,0,92,46
8/30/2019,63700,62974,1200,"118,3",0,0,0,0,"8,8","30,8",1,56,0,0,0,1,9,2,1,"62,6",1,0,0,92,46
8/22/2019,26300,26280,1200,"39,7","39,7",0,0,0,0,0,0,4,0,0,0,0,45,2,0,77,1,0,0,92,0
8/29/2019,58500,57910,1200,"99,8",0,0,0,0,"20,4","14,6",4,32,0,0,0,1,13,2,1,79,1,0,0,92,46
8/30/2019,61000,60383,1200,"117,3",0,0,0,0,"8,8","10,5",2,90,0,0,0,1,5,2,1,"61,9",1,1,0,92,46
10/6/2019,48500,48218,1200,"82,9",0,0,0,0,"8,5","8,9",3,90,0,0,0,1,5,2,1,"47,4",1,0,0,92,46
10/11/2019,35500,35477,1200,"48,6",0,0,"12,8",0,6,"1,8",2,3,0,0,0,0,45,2,0,"115,8",1,0,0,92,0
10/19/2019,67200,66452,1200,"150,5",0,0,0,0,"13,4","7,3",3,12,0,0,0,1,16,4,1,119,1,0,0,92,46
10/20/2019,43150,43137,1223,"83,5",0,0,0,0,"6,6","5,5",4,35,0,0,0,1,45,2,0,139,"0,96",0,0,92,0
