utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,svalm2,haednr,fjibmhl,top_floor,two_storey,storeys_3,lyftuhus,age_studull,bath_fixtures,fjbilsk,lodpflm,innig_factor,nybygging,fjarmalastofnunselur,hverfi,gata
1/8/2014,25500,25321,1200,"61,3",0,0,0,0,"18,2",0,2,3,0,0,0,0,45,2,0,80,1,0,0,11,0
1/19/2014,25500,25494,1200,"77,3",0,0,0,0,0,"3,4",3,9,0,0,0,0,45,2,0,33,"0,89",0,0,11,0
1/17/2014,24500,24500,1200,73,0,0,0,0,"4,4","4,1",1,9,0,0,0,0,45,3,0,"30,1",1,0,0,11,0
1/23/2014,30300,30226,1200,"61,4",0,0,13,0,"6,9","11,2",3,6,0,0,0,0,8,2,1,"60,7",1,0,0,11,0
2/6/2014,37700,36759,1200,"120,3",0,0,0,0,"7,2","8,6",2,3,0,0,0,0,11,2,0,65,1,0,0,11,0
1/30/2014,26000,25550,1200,"65,3",0,0,0,0,"7,7","6,6",5,39,1,0,0,1,11,2,1,51,1,0,0,11,0
2/8/2014,34000,33722,1200,"82,2",0,0,0,0,"8,3","4,5",2,39,0,0,0,1,11,2,1,57,1,0,0,11,0
2/8/2014,20500,19661,1200,51,0,"49,5",0,0,"3,3",0,2,5,0,1,0,0,45,2,0,48,"0,89",0,0,11,0
2/14/2014,21600,21589,1200,"50,8",0,0,0,0,0,"6,5",3,5,0,0,0,0,28,2,0,26,"1,04",0,0,11,0
2/14/2014,21000,20958,1200,"50,8",0,0,0,0,0,"6,5",2,5,0,0,0,0,28,2,0,26,"0,96",0,0,11,0
2/22/2014,14900,14701,1200,"30,8",0,0,0,0,0,"14,6",3,8,0,0,0,0,42,2,0,70,1,0,0,11,0
2/21/2014,35000,34938,1200,"90,3",0,0,0,"40,5",5,0,3,5,0,0,0,0,45,2,0,86,"0,91",0,0,11,0
3/5/2014,33900,33859,1200,"101,2",0,0,"4,5",0,"5,1",0,1,3,0,1,0,0,45,3,0,82,1,0,0,11,0
4/2/2014,21500,21494,1200,"54,8",0,0,0,0,8,0,2,8,0,0,0,0,45,2,0,24,"1,07",0,0,11,0
4/25/2014,30000,29972,1200,"93,2",0,0,0,0,"25,8","2,8",2,3,0,0,0,0,45,2,0,90,1,0,0,11,0
5/7/2014,29500,29459,1200,"59,1",0,0,"2,2",0,14,"2,8",2,5,0,0,0,0,45,2,0,56,1,0,0,11,0
5/21/2014,34000,33580,1200,"103,8",0,0,0,0,"4,2","3,4",2,7,0,0,0,0,45,2,0,62,1,0,0,11,0
5/25/2014,22500,22377,1200,"57,9",0,0,0,0,"15,9",0,2,5,0,0,0,0,45,2,0,43,1,0,0,11,0
6/7/2014,28000,28000,1200,"77,1",0,0,0,0,"8,4","2,2",4,9,0,0,0,0,45,2,0,38,1,0,0,11,0
6/18/2014,29000,25382,1200,"72,9",0,0,0,0,"8,2",0,4,4,0,0,0,0,45,3,0,55,"1,01",0,0,11,0
6/27/2014,31500,31262,1200,"98,4",0,0,0,0,"5,8","3,9",1,7,0,0,0,0,45,2,0,49,1,0,0,11,0
6/15/2014,30500,30479,1200,82,0,0,0,0,16,0,1,3,0,0,0,0,45,2,0,"78,4",1,0,0,11,0
7/11/2014,25900,25818,1200,"71,1","71,1",0,0,0,0,0,0,2,0,0,0,0,45,2,0,86,1,0,0,11,0
8/9/2014,18500,17838,1200,"31,8",0,"31,8","12,6",0,8,0,3,3,0,0,0,0,45,2,0,39,1,0,0,11,0
8/16/2014,33800,33787,1200,"83,8",0,"81,2",0,0,0,0,3,6,0,1,0,0,45,2,0,49,"0,97",0,0,11,0
8/30/2014,24600,24218,1200,67,0,0,0,0,0,0,1,6,0,0,0,0,26,2,0,52,"1,04",0,0,11,0
9/6/2014,33000,32570,1200,"117,7",0,0,0,0,0,"1,5",3,9,0,0,0,0,45,2,0,48,"0,93",0,0,11,0
8/30/2014,18000,18000,1200,90,0,0,0,0,0,0,1,10,0,0,0,1,45,2,0,"35,3","1,3",0,1,11,0
9/5/2014,22300,22245,1200,"50,5",0,0,0,0,"22,8",0,1,4,0,0,0,0,45,2,0,21,1,0,0,11,0
9/25/2014,23500,23476,1200,"55,6",0,"55,6",0,0,0,0,4,4,0,0,0,0,45,2,0,48,1,0,0,11,0
9/26/2014,30600,30600,1200,"82,9",0,0,0,0,"3,1","4,1",4,11,0,0,0,1,45,2,0,32,1,0,0,11,0
10/10/2014,18700,18654,1200,"43,4",0,0,0,0,"4,2",0,1,6,0,0,0,0,45,2,0,"28,6",1,0,0,11,0
11/1/2014,22900,22816,1200,52,0,52,5,0,"1,3","2,2",3,7,0,0,0,0,45,2,0,25,1,0,0,11,0
10/26/2014,23500,23493,1200,"58,7",0,"58,7","5,5",0,"7,5","6,1",3,3,0,0,0,0,45,2,0,64,1,0,1,11,0
11/7/2014,23000,22666,1200,"48,2",0,0,"1,5",0,28,0,1,5,0,0,0,0,45,2,0,39,1,0,0,11,0
11/12/2014,24500,24486,1200,"64,4",0,0,0,0,0,0,1,3,0,0,0,0,38,2,0,63,"1,37",0,0,11,0
11/15/2014,36500,36486,1200,"79,5",0,0,0,0,"4,9","5,1",2,5,0,0,0,0,27,2,0,70,1,0,0,11,0
11/20/2014,34000,33870,1200,"77,2",0,0,0,0,0,0,1,6,0,0,0,0,28,2,0,80,"1,04",0,0,11,0
12/7/2014,29500,28915,1200,"70,4",0,"70,4","16,1",0,"13,6",0,3,3,0,0,0,0,45,2,0,68,1,0,0,11,0
12/31/2014,35900,35317,1200,"88,7",0,0,0,0,"10,7","2,2",2,8,0,0,0,0,45,2,0,42,1,0,0,11,0
1/11/2015,53000,52959,1200,"144,5",0,0,0,"23,1","6,6","5,9",1,2,0,0,0,0,45,3,0,177,1,0,0,11,0
1/29/2015,35900,32310,1200,"96,5",0,0,0,0,"4,9","8,7",2,6,0,0,0,0,41,3,1,66,1,0,0,11,0
1/29/2015,40900,37299,1200,"159,1","106,3",0,0,0,0,0,1,3,0,1,0,0,45,4,0,48,1,0,0,11,0
2/15/2015,25700,25689,1200,"79,2","79,2",0,0,0,0,0,0,6,0,0,0,0,45,2,0,31,1,0,0,11,0
2/7/2015,28000,27945,1200,60,0,0,0,0,"7,6",0,1,8,0,0,0,0,43,2,0,116,1,0,0,11,0
2/8/2015,22900,22831,1200,"51,2",0,0,0,0,6,0,1,8,0,0,0,0,45,2,0,22,"1,07",0,0,11,0
2/20/2015,36300,36185,1200,"101,8",0,0,0,0,"13,6","2,4",3,4,0,0,0,0,45,3,0,63,1,0,0,11,0
3/4/2015,35500,35479,1200,"83,9",0,0,0,0,"6,9","8,6",2,5,0,0,0,0,37,2,0,152,1,0,0,11,0
3/13/2015,28050,27545,1200,55,0,55,0,0,"4,1",0,3,3,0,0,0,0,45,3,0,59,1,0,0,11,0
3/25/2015,24000,23837,1200,"70,1","70,1",0,0,0,0,0,0,4,0,0,0,0,45,2,0,36,1,0,0,11,0
4/12/2015,36000,35691,1200,"94,4",0,0,0,0,"2,9","3,5",1,4,0,0,0,0,45,3,0,57,1,0,0,11,0
5/20/2015,17500,16430,1200,"42,5","36,3",0,0,0,"6,4",0,0,5,0,0,0,0,45,2,0,44,1,0,0,11,0
5/21/2015,29400,29223,1200,"74,2",0,0,0,0,"6,7",0,1,3,0,0,0,0,45,2,0,72,"1,26",0,0,11,0
5/17/2015,22500,22045,1200,"70,2","70,2",0,0,0,4,0,0,4,0,0,0,0,45,2,0,160,"0,95",0,0,11,0
5/22/2015,29000,28849,1200,"66,1",0,0,0,0,"3,3","2,5",3,9,0,0,0,0,45,2,0,"27,2",1,0,0,11,0
4/23/2015,50300,50196,1200,"149,2",0,"49,6",0,0,"4,8",0,2,3,0,1,0,0,45,4,0,138,"0,95",0,0,11,0
5/24/2015,27400,27400,1200,"61,3",0,0,0,0,"7,3",0,2,3,0,0,0,0,45,2,0,78,1,0,0,11,0
6/3/2015,26650,26472,1200,"53,9",0,0,0,0,"6,3",0,1,3,0,0,0,0,32,2,0,79,1,0,0,11,0
6/3/2015,25850,25677,1200,"52,4",0,0,0,0,"5,5",0,1,3,0,0,0,0,32,2,0,78,1,0,0,11,0
5/24/2015,31800,31374,1200,"71,8",0,0,0,0,"7,9",0,1,4,0,0,0,0,45,2,0,52,1,0,0,11,0
6/11/2015,27600,27600,1200,"61,1",0,0,0,0,6,8,2,4,0,0,0,0,39,2,0,"72,7",1,0,0,11,0
6/14/2015,21200,20756,1200,"39,8",0,0,0,0,0,0,2,6,0,0,0,0,45,2,0,26,1,0,0,11,0
6/18/2015,34000,33959,1200,"73,2",0,0,0,"19,1","9,7","4,6",2,4,0,0,0,0,42,2,0,173,1,0,0,11,0
7/1/2015,36500,36335,1200,"80,7",0,0,0,0,"16,4",0,2,3,0,0,0,0,45,2,0,74,1,0,0,11,0
7/5/2015,23100,23096,1200,"49,7",0,0,0,0,0,0,2,4,0,0,0,0,45,2,0,79,1,0,0,11,0
7/5/2015,19500,19487,1200,"49,3","49,3",0,0,0,"1,6",0,0,7,0,0,0,0,45,2,0,19,"0,94",0,0,11,0
7/3/2015,28500,28465,1200,"78,3",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,95,"1,04",0,0,11,0
7/10/2015,28500,28468,1200,"83,7","83,7",0,0,0,"4,7",0,0,5,0,0,0,0,45,2,0,66,1,0,0,11,0
7/15/2015,13900,13766,1200,"28,8",0,0,0,0,0,0,2,6,0,0,0,0,45,3,0,"15,9","0,96",0,0,11,0
7/19/2015,42500,42483,1200,"114,6",0,0,0,0,"8,4","27,9",2,5,0,1,0,0,28,2,0,"113,6",1,0,0,11,0
8/8/2015,22900,22900,1200,"52,9",0,0,0,0,8,0,2,5,0,0,0,0,45,2,0,36,1,0,0,11,0
8/23/2015,25850,25563,1200,"52,4",0,0,0,0,"5,5",0,1,3,0,0,0,0,32,2,0,78,1,0,0,11,0
8/23/2015,35500,35499,1200,"111,2",0,0,0,0,"9,2","12,8",1,9,0,0,0,0,29,2,0,"96,4",1,0,1,11,0
6/27/2015,36200,35684,1200,"82,9",0,0,0,0,"3,1","4,1",4,11,0,0,0,1,45,2,0,32,1,0,0,11,0
8/29/2015,35100,35045,1200,"84,2",0,0,0,0,"8,8","3,4",3,20,0,0,0,1,37,2,0,"38,3",1,0,0,11,0
9/9/2015,32500,32482,1200,"64,9",0,0,"4,6",0,"11,8",0,3,6,0,0,0,0,45,2,0,42,1,0,0,11,0
9/17/2015,29100,29072,1200,"58,5",0,0,0,0,"6,9","5,9",2,39,0,0,0,1,12,2,0,36,1,0,0,11,0
9/23/2015,35800,35790,1200,"91,1","34,6",0,0,0,0,0,1,3,0,1,0,0,45,3,0,81,1,0,0,11,0
9/24/2015,45000,44504,1200,"118,8",0,0,0,0,"13,1","6,7",2,5,0,0,0,0,29,2,0,"116,7",1,0,0,11,0
8/28/2015,41500,41210,1200,"99,5",0,0,0,0,"3,8","3,8",2,10,0,0,0,1,45,2,0,"43,6","0,99",0,0,11,0
9/23/2015,29500,29493,1200,"78,5","78,5",0,0,0,0,0,0,9,0,0,0,0,45,2,0,34,1,0,0,11,0
10/3/2015,41500,37350,1200,100,0,0,0,0,"4,3",0,1,4,0,0,0,0,23,2,0,75,"1,04",0,0,11,0
10/9/2015,38900,38703,1200,"116,1",0,0,0,0,9,"6,7",1,9,0,0,0,0,29,2,0,"115,9",1,0,0,11,0
10/17/2015,20000,20000,1200,"47,8",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,30,1,0,0,11,0
11/14/2015,43000,42318,1200,100,0,0,0,0,"4,3",0,1,4,0,0,0,0,23,2,0,75,"1,04",0,0,11,0
11/29/2015,33000,32937,1200,"76,2",0,"7,9",0,0,"6,7",0,3,3,0,1,0,0,45,2,0,74,1,0,0,11,0
11/29/2015,26000,25973,1200,"62,4","62,4",0,0,0,0,0,0,4,0,0,0,0,45,3,0,39,"1,04",0,0,11,0
12/12/2015,27500,27439,1200,"53,1",0,0,0,0,"4,1",4,2,7,0,0,0,0,45,3,0,"38,7",1,0,0,11,0
12/5/2015,33000,32895,1200,"84,6",0,0,0,0,"5,3","2,2",4,9,0,0,0,0,45,2,0,39,1,0,0,11,0
1/23/2016,42200,42200,1200,"98,9",0,0,0,0,0,"25,8",2,5,0,0,0,0,45,2,0,"94,7",1,0,0,11,0
2/10/2016,17900,17897,1200,"33,6","33,6",0,0,0,"1,8",0,0,8,0,0,0,0,45,2,0,16,1,0,0,11,0
2/21/2016,28500,28380,1200,"60,9",0,0,0,0,"4,5","4,1",4,9,0,0,0,0,45,3,0,"26,3",1,0,0,11,0
2/11/2016,46000,45743,1200,96,0,0,0,0,"16,7","16,7",2,3,0,0,0,0,33,2,0,141,1,0,1,11,0
2/26/2016,29400,29261,1200,64,0,64,"8,8",0,"0,9",0,3,3,0,0,0,0,45,2,0,53,1,0,0,11,0
3/13/2016,31000,30607,1200,"58,9",0,0,0,0,"3,4","2,5",4,9,0,0,0,0,45,3,0,"24,7",1,0,0,11,0
3/6/2016,28000,27986,1200,55,0,55,0,0,"4,1",0,3,3,0,0,0,0,45,3,0,59,1,0,0,11,0
3/17/2016,28000,27115,1200,"63,5",0,"63,5","5,4",0,"7,6",0,3,3,0,0,0,0,45,2,0,71,1,0,0,11,0
3/20/2016,24650,24633,1200,"50,3","50,3",0,0,0,"4,4",0,0,3,0,0,0,0,45,2,0,88,1,0,0,11,0
3/20/2016,36500,36052,1200,"79,7",0,0,0,0,"16,4","6,5",4,20,1,0,0,1,38,2,0,"33,6",1,0,0,11,0
3/24/2016,53000,53000,1200,"140,3",0,0,0,0,"4,4","6,7",3,4,0,0,0,0,45,4,0,312,"0,95",0,0,11,0
4/3/2016,31500,31326,1200,"64,5",0,0,0,0,"4,4",4,1,7,0,0,0,0,45,3,0,"43,9",1,0,0,11,0
4/14/2016,31000,30989,1200,67,0,0,0,0,0,0,1,6,0,0,0,0,28,2,0,52,"1,04",0,0,11,0
4/17/2016,23500,23493,1200,"64,2",0,0,0,0,"1,8",0,2,8,0,0,0,0,45,2,0,33,1,0,0,11,0
4/20/2016,28000,27932,1200,60,0,0,0,0,3,3,4,9,0,0,0,0,45,3,0,"25,5",1,0,0,11,0
3/24/2016,26000,25997,1200,"55,5",0,0,0,0,"16,7",0,2,3,0,0,0,0,45,2,0,73,"1,02",0,0,11,0
5/12/2016,35000,34774,1200,"68,7",0,0,0,0,"7,7","5,3",5,39,1,0,0,1,13,2,1,52,1,0,0,11,0
6/3/2016,36500,36362,1200,"67,9",0,0,0,0,"6,4","5,2",2,39,0,0,0,1,13,2,1,47,1,0,0,11,0
5/22/2016,30000,29763,1200,"66,7",0,0,0,0,0,0,2,4,0,0,0,0,45,2,0,52,"1,11",0,0,11,0
6/5/2016,52000,51797,1200,"70,6",0,0,0,0,"62,3",0,2,2,0,0,0,0,45,2,0,"139,2",1,0,0,11,0
6/2/2016,31500,31195,1200,"69,4",0,0,0,0,"5,1",0,2,3,0,0,0,0,45,2,0,56,1,0,0,11,0
6/10/2016,25000,24943,1200,"48,5",0,"48,5","5,9",0,"4,4",0,3,6,0,0,0,0,45,2,0,31,1,0,0,11,0
6/17/2016,35700,35681,1200,"69,7",0,"69,7",17,0,"4,9","3,8",3,6,0,0,0,0,45,2,0,"56,9",1,0,0,11,0
7/2/2016,28400,28341,1200,"60,1",0,"60,1","7,7",0,0,"3,6",4,4,0,0,0,0,45,2,0,40,1,0,0,11,0
7/2/2016,31000,31000,1200,"85,6","85,6",0,0,0,"5,9",0,0,4,0,0,0,0,45,2,0,66,1,0,0,11,0
7/10/2016,29900,29873,1200,"66,1",0,0,0,"5,5","0,6",0,1,4,0,0,0,0,45,2,0,51,1,0,0,11,0
7/16/2016,34500,34463,1200,"58,5",0,0,0,0,"6,9","5,9",2,39,0,0,0,1,13,2,1,45,1,0,0,11,0
7/16/2016,25800,25800,1200,"61,1",0,0,0,0,"1,4",0,1,4,0,0,0,0,45,2,0,"109,1",1,0,1,11,0
7/23/2016,36200,36163,1200,"95,3",0,0,0,0,"5,3",3,3,4,0,0,0,0,45,2,0,31,1,0,0,11,0
6/24/2016,25750,25595,1200,"49,4",0,0,0,0,0,"2,1",3,7,0,0,0,0,45,2,0,21,"1,15",0,0,11,0
7/29/2016,35500,35386,1200,"68,2",0,"68,2","13,9",0,"12,7","4,3",3,3,0,0,0,0,26,2,0,130,1,0,0,11,0
8/12/2016,44400,44373,1200,"109,7",0,0,0,0,"5,7",0,1,4,0,0,0,0,45,3,0,238,"1,09",0,0,11,0
9/3/2016,40500,40486,1200,"101,8",0,0,0,0,"13,3","2,4",2,4,0,0,0,0,45,2,0,62,1,0,0,11,0
9/9/2016,31900,31880,1200,"82,2",0,0,0,0,0,"10,1",3,5,0,0,0,0,45,2,0,"67,1",1,0,0,11,0
9/18/2016,51700,50882,1200,"106,4",0,0,0,0,"24,6",0,3,4,0,0,0,0,45,3,0,85,"1,15",0,0,11,0
9/11/2016,34600,34586,1200,"75,2",0,0,0,0,0,0,1,3,0,0,0,0,45,3,0,90,"1,26",0,0,11,0
9/28/2016,43500,43243,1200,100,0,0,0,0,"4,3",0,1,4,0,0,0,0,24,2,0,75,"1,04",0,0,11,0
10/15/2016,35500,35486,1200,"75,1",0,0,0,0,0,0,2,4,0,0,0,0,45,2,0,58,"1,11",0,0,11,0
10/15/2016,33000,32844,1200,"56,3",0,0,0,0,"14,3",0,1,3,0,0,0,0,45,3,0,46,1,0,0,11,0
10/21/2016,26500,26050,1200,"50,5",0,0,0,0,"22,8",0,1,4,0,0,0,0,45,2,0,21,1,0,0,11,0
10/22/2016,30000,29966,1200,"60,7",0,"60,7","6,8",0,0,"6,4",4,3,0,0,0,0,45,2,0,47,1,0,0,11,0
10/28/2016,39900,39900,1200,"98,4",0,0,0,0,"6,7","3,9",3,7,0,0,0,0,45,2,0,48,1,0,0,11,0
10/29/2016,34900,34440,1200,79,0,0,0,0,"2,7",0,2,8,0,0,0,0,45,2,0,42,1,0,0,11,0
10/23/2016,33200,33076,1200,"72,8",0,0,0,0,0,0,2,3,0,0,0,0,45,2,0,57,1,0,0,11,0
11/10/2016,44900,44716,1200,90,0,0,0,0,0,0,1,10,0,0,0,1,45,2,0,"35,3","1,3",0,0,11,0
11/3/2016,35750,35742,1200,"68,2",0,0,0,0,"3,8","3,4",2,9,0,0,0,0,45,2,0,30,"0,89",0,0,11,0
11/13/2016,51800,51736,1200,"120,1",0,0,0,0,0,"10,5",2,7,0,0,0,1,10,2,1,82,1,0,0,11,0
11/19/2016,21000,20977,1200,"33,1",0,0,0,0,1,2,3,7,0,0,0,0,45,2,0,16,1,0,0,11,0
11/23/2016,31700,31672,1200,"75,1",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,58,"1,04",0,0,11,0
11/26/2016,28500,27733,1200,"53,1",0,0,0,0,"3,9",4,1,7,0,0,0,0,45,3,0,"38,5",1,0,0,11,0
11/4/2016,46250,45675,1200,"73,2",0,0,0,"19,1","9,7","4,6",2,4,0,0,0,0,43,2,0,173,1,0,0,11,0
12/10/2016,47000,46930,1200,"77,1",0,0,0,0,"3,8",9,5,11,1,0,0,1,45,2,0,31,1,0,0,11,0
12/10/2016,27500,27500,1200,"46,8","46,8",0,0,0,"1,1",0,0,7,0,0,0,0,45,2,0,"31,3",1,0,0,11,0
1/1/2017,31750,31701,1200,48,0,0,0,0,0,0,4,8,0,0,0,0,45,2,0,22,1,0,0,11,0
1/11/2017,51500,51482,1200,"103,8",0,0,0,0,"4,8","3,4",2,7,0,0,0,0,45,2,0,62,1,0,0,11,0
1/15/2017,54200,53697,1200,113,0,113,0,0,0,"12,6",3,3,0,0,0,0,41,3,0,95,"1,19",0,0,11,0
1/28/2017,48500,48306,1200,106,0,0,0,0,"7,3","5,8",1,39,0,0,0,1,14,3,1,70,1,0,0,11,0
3/4/2017,35000,34882,1200,"61,5",0,0,"8,4",0,"4,5",0,2,3,0,0,0,0,45,2,0,53,1,0,0,11,0
3/10/2017,29900,29889,1200,"42,5",0,"42,5","11,9",0,"10,7",0,3,3,0,0,0,0,45,2,0,77,1,0,0,11,0
2/19/2017,39600,39535,1200,"77,5",0,0,0,0,"7,4","8,3",3,20,0,0,0,1,39,2,0,"34,9",1,0,0,11,0
3/16/2017,28500,28419,1200,"49,2",0,0,0,0,"3,6",0,2,6,0,0,0,0,45,2,0,29,1,0,0,11,0
3/16/2017,35500,35479,1200,"43,7",0,0,"28,8",0,"7,2","1,4",3,3,0,0,0,0,45,2,0,"33,4",1,0,0,11,0
3/18/2017,39500,39486,1200,"89,7",0,0,0,0,"12,4",0,1,3,0,0,0,0,45,2,0,108,1,0,1,11,0
3/17/2017,32900,32879,1200,"52,7",0,0,0,0,"9,2","10,7",2,9,0,0,0,0,30,2,0,"52,3",1,0,0,11,0
3/24/2017,26000,25979,1200,"66,7",0,0,0,0,0,0,1,4,0,0,0,0,45,2,0,52,"1,04",0,0,11,0
3/26/2017,37500,37437,1200,74,0,0,0,0,"10,8",0,2,3,0,0,0,0,20,2,0,87,1,0,0,11,0
3/31/2017,29900,29900,1200,"47,2",0,0,0,0,"7,4",0,1,8,0,0,0,0,45,2,0,21,"1,09",0,0,11,0
4/5/2017,39200,39186,1200,"67,1",0,0,0,0,5,"5,3",1,6,0,0,0,0,43,2,0,57,1,0,0,11,0
4/7/2017,43500,43218,1200,"88,7",0,0,0,0,"12,1","2,2",3,8,0,0,0,0,45,2,0,42,1,0,0,11,0
4/8/2017,46700,46684,1200,"105,6",0,0,0,0,"10,2","11,6",2,5,0,0,0,0,30,2,0,"97,4",1,0,0,11,0
4/12/2017,39700,39617,1200,"82,2",0,0,0,0,0,"10,1",3,5,0,0,0,0,45,2,0,"67,1",1,0,0,11,0
5/4/2017,36000,35959,1200,"59,2",0,0,0,0,3,0,1,7,0,0,0,0,45,2,0,29,1,0,0,11,0
4/21/2017,30500,30492,1200,"44,1",0,0,0,0,"7,8",0,1,5,0,0,0,0,45,2,0,27,1,0,0,11,0
4/30/2017,43600,43269,1200,81,0,0,0,0,"18,7","6,8",2,3,0,0,0,0,45,2,0,"79,4",1,0,0,11,0
5/14/2017,71250,71085,1200,"149,2",0,"49,6",0,0,"4,8",0,2,3,0,1,0,0,45,4,0,138,"0,95",0,0,11,0
5/12/2017,35000,35000,1200,"62,5",0,0,0,0,"12,1","17,4",3,9,0,0,0,0,30,2,0,"69,1",1,0,0,11,0
6/9/2017,60500,60151,1200,"100,5",0,0,0,0,7,"4,6",4,39,0,0,0,1,14,3,1,64,1,0,0,11,0
6/14/2017,50500,49558,1200,"105,6",0,0,0,0,"8,9","11,6",1,5,0,0,0,0,30,2,0,"96,4",1,0,0,11,0
6/17/2017,40000,39750,1200,"65,3",0,0,0,0,"7,7","6,6",5,39,1,0,0,1,14,2,1,51,1,0,0,11,0
7/1/2017,36000,35809,1200,"65,6",0,0,0,0,0,3,2,6,0,0,0,0,45,2,0,26,"1,04",0,0,11,0
6/22/2017,36500,36469,1200,"71,6",0,0,0,0,"4,7",0,1,3,0,0,0,0,45,2,0,39,1,0,0,11,0
7/15/2017,37000,36715,1200,"85,6","85,6",0,0,0,"5,9",0,0,4,0,0,0,0,45,2,0,66,1,0,0,11,0
7/15/2017,43000,43000,1200,"81,9",0,0,0,0,"4,8","8,8",2,5,0,0,0,0,30,2,0,73,1,0,0,11,0
7/20/2017,33500,33100,1200,74,0,0,0,0,0,0,1,3,0,0,0,0,45,3,0,77,"0,96",0,0,11,0
6/16/2017,41000,40970,1200,"73,5",0,0,0,0,"3,5","1,8",3,6,0,0,0,0,45,3,0,"38,7","0,85",0,0,11,0
8/27/2017,32000,31979,1200,"57,9",0,0,0,0,"15,9",0,2,5,0,0,0,0,45,2,0,43,1,0,0,11,0
9/15/2017,35500,35245,1200,"64,9",0,0,0,0,"6,2","4,5",1,39,0,0,0,1,14,2,0,37,1,0,0,11,0
9/24/2017,38500,38473,1200,"71,5",0,0,0,0,"10,2","3,3",3,8,0,0,0,0,45,2,0,35,1,0,0,11,0
10/5/2017,40200,40190,1200,"66,1",0,0,0,0,"3,4","2,5",2,9,0,0,0,0,45,2,0,"26,9",1,0,0,11,0
10/15/2017,55000,55000,1200,"102,5",0,"102,5","2,2",0,7,"5,8",3,4,0,0,0,0,45,2,0,70,1,0,0,11,0
10/13/2017,39000,38959,1200,"70,2",0,0,0,0,"13,7","6,1",2,3,0,0,0,0,45,2,0,81,1,0,0,11,0
10/22/2017,38000,37979,1200,"77,3",0,0,0,0,0,"3,4",4,9,0,0,0,0,45,2,0,33,"0,89",0,0,11,0
10/26/2017,49000,48641,1200,"115,2",0,0,0,0,"4,1","4,7",3,6,0,0,0,0,45,2,0,37,1,0,0,11,0
10/28/2017,13000,12950,1200,"18,9",0,0,0,0,0,0,1,6,0,0,0,0,45,2,0,"12,2","0,89",0,0,11,0
10/27/2017,34900,34861,1200,"57,1",0,0,0,0,"0,9","3,4",3,9,0,0,0,0,45,2,0,25,"1,09",0,0,11,0
11/2/2017,35900,35585,1200,"59,2",0,0,0,0,"3,4",2,2,7,0,0,0,0,45,2,0,29,1,0,0,11,0
11/4/2017,35600,35566,1200,"64,4",0,0,0,0,0,0,1,3,0,0,0,0,41,2,0,63,"1,37",0,0,11,0
11/11/2017,48500,48486,1200,"78,5",0,0,0,0,0,"6,1",3,5,0,0,0,0,31,2,0,"77,3",1,0,0,11,0
11/12/2017,37900,37875,1200,"66,2",0,0,0,0,"12,1","6,9",3,20,0,0,0,1,39,2,0,"31,5",1,0,0,11,0
11/16/2017,43500,42799,1200,"80,7",0,0,0,0,"17,8",0,1,3,0,0,0,0,45,2,0,74,1,0,0,11,0
11/22/2017,30900,30882,1200,"58,7",0,0,0,0,"6,2",0,1,4,0,0,0,0,45,2,0,55,"1,15",0,0,11,0
11/24/2017,23000,22973,1200,"37,2","37,2",0,0,0,"3,4",0,0,5,0,0,0,0,45,2,0,37,"1,13",0,0,11,0
11/30/2017,37000,36778,1200,"61,8",0,0,0,0,"5,4",0,2,3,0,0,0,0,45,3,0,45,1,0,0,11,0
11/30/2017,45800,45464,1200,"93,9",0,0,0,0,"2,9","4,9",3,9,0,0,0,0,45,3,0,"39,2",1,0,0,11,0
12/15/2017,38500,38415,1200,"65,8",0,0,0,0,3,"5,9",2,6,0,0,0,0,43,2,0,55,1,0,0,11,0
12/15/2017,35400,35309,1200,"61,8",0,0,0,0,"2,8",0,3,3,0,0,0,0,45,3,0,44,1,0,0,11,0
1/12/2018,32500,32466,1200,52,0,52,5,0,"1,3","2,2",3,7,0,0,0,0,45,2,0,25,1,0,0,11,0
1/19/2018,33900,33715,1200,"56,9",0,0,0,0,"3,1",0,1,5,0,0,0,0,45,2,0,57,"0,78",0,0,11,0
1/24/2018,45500,45067,1200,"70,4",0,"70,4","16,1",0,"13,6",0,3,3,0,0,0,0,45,2,0,68,1,0,0,11,0
1/28/2018,46000,45936,1200,"82,1",0,0,0,0,"12,7","4,3",2,3,0,0,0,0,28,2,0,124,1,0,0,11,0
2/2/2018,39900,39846,1200,60,0,0,0,0,"7,6",0,1,8,0,0,0,0,45,2,0,116,1,0,0,11,0
2/9/2018,52700,52700,1200,"117,4",0,0,0,0,"5,6","4,9",2,5,0,0,0,0,45,2,0,37,1,0,0,11,0
3/7/2018,50900,50638,1200,"89,7",0,0,0,0,"8,1","5,3",2,3,0,0,0,0,45,2,0,107,1,0,0,11,0
3/9/2018,36500,36491,1200,"69,9",0,0,0,0,"13,1",0,2,3,0,0,0,0,45,2,0,89,1,0,0,11,0
3/11/2018,42000,41847,1200,87,0,0,0,0,"5,7","2,2",3,9,0,0,0,0,45,2,0,41,1,0,0,11,0
