utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,two_livunits,two_storey,storeys_3,age_studull,not_concrete,stud1house,bath_fixtures,fjbilsk,lodpflm,landratio,innig_factor,utig_factor,fjarmalastofnunselur,hverfi,gata
12/15/2016,80000,79016,1111,"264,9",0,0,0,"34,7",0,0,1,0,7,0,"1,111",4,0,"739,2","1,162",1,1,0,640,0
12/30/2016,95000,93615,1111,214,0,0,0,"31,2",0,0,1,0,14,0,"1,145",5,0,770,"1,211",1,1,0,640,0
12/31/2016,67600,67430,1121,"203,6",0,0,0,"33,9",0,0,1,0,8,0,1,4,0,"582,6","0,916",1,1,0,640,0
12/31/2016,97000,95548,1111,"242,7",0,0,0,37,0,0,1,0,8,1,"1,237",5,0,650,"1,022",1,1,0,640,0
2/17/2017,71000,70700,1111,"214,2",0,0,"2,1","61,2","7,9",0,1,0,17,"0,5","1,267",7,0,764,"1,201",1,1,0,640,0
2/26/2017,85000,84406,1111,"247,6",0,0,0,"37,6","22,9",0,1,0,10,0,"1,01",5,0,702,"1,104",1,1,0,640,0
2/12/2017,105000,94500,1111,"278,7",0,0,0,"63,1",0,0,1,0,5,0,"1,127",7,0,782,"1,23",1,1,0,640,0
3/4/2017,110000,109989,1111,"278,7",0,0,0,"63,1",0,0,1,0,5,0,"1,127",7,0,782,"1,23",1,1,0,640,0
3/12/2017,87500,87395,1111,"257,9",0,0,0,"32,8",0,0,1,0,14,0,"1,108",5,0,633,"0,995",1,1,0,640,0
3/16/2017,61000,60828,1125,"179,7",0,0,"2,7","28,6",0,0,1,0,15,0,1,4,0,423,"0,665",1,1,0,640,0
4/30/2017,68000,67615,1125,"140,5",0,0,0,"41,2",0,0,1,0,16,0,1,4,0,416,"0,654",1,1,0,640,0
4/30/2017,75000,74450,1121,"154,9",0,0,0,"27,9",7,0,1,0,16,0,1,4,0,521,"0,819",1,1,0,640,0
4/30/2017,83500,83486,1111,"172,5",0,0,0,"42,7",0,0,0,0,17,0,"1,086",5,0,860,"1,352",1,1,0,640,0
6/24/2017,69000,68895,1121,"116,9",0,0,0,"32,1",0,0,0,0,17,0,1,3,0,455,"0,715",1,1,0,640,0
7/1/2017,60000,59327,1125,"171,7",0,0,"5,1","28,7",0,0,1,0,17,0,1,4,0,"430,9","0,678",1,1,0,640,0
7/2/2017,85000,78968,1111,"227,5",0,0,5,58,0,0,1,0,15,0,"1,867",4,0,786,"1,236",1,1,0,640,0
7/22/2017,109000,103965,1111,"254,5",0,0,0,"55,8",0,0,1,0,8,0,"1,294",7,0,"676,3","1,063",1,1,0,640,0
8/18/2017,101300,99570,1111,263,0,0,0,"45,1",0,0,1,0,9,0,"1,24",5,0,"655,8","1,031",1,1,0,640,0
8/27/2017,68300,67881,1125,"184,4",0,0,0,"25,3",0,0,1,0,15,0,1,4,0,426,"0,67",1,1,0,640,0
8/31/2017,82000,81431,1111,"179,1",0,0,0,43,0,0,0,0,16,0,"1,188",3,0,"727,1","1,143",1,1,0,640,0
9/1/2017,81000,80830,1125,"244,3",0,0,0,"36,6",0,0,1,0,9,"0,5",1,7,0,"537,5","0,845",1,1,0,640,0
10/26/2017,67500,67226,1121,"134,6",0,0,0,"27,8",0,0,1,0,15,0,1,4,0,450,"0,708",1,1,0,640,0
11/12/2017,66000,65667,1125,"187,3",0,0,0,"25,2",0,0,1,0,15,0,1,5,0,"495,4","0,779",1,1,1,640,0
12/7/2017,73000,72765,1121,"163,9",0,0,0,"27,5",0,0,1,0,15,0,1,4,0,450,"0,708",1,1,0,640,0
10/20/2017,73000,73000,1111,"199,2",0,0,0,"54,4",0,0,1,0,16,0,"1,474",5,0,856,"1,346",1,1,0,640,0
1/20/2018,87900,87669,1111,"185,4",0,0,0,"45,1",0,0,0,0,16,0,"1,23",3,0,848,"1,333",1,1,0,640,0
2/8/2018,69000,68864,1125,"190,1",0,0,0,"28,2",0,0,1,0,16,0,1,4,0,"397,1","0,624",1,1,0,640,0
2/18/2018,67000,66854,1121,"123,3",0,0,0,"24,4","7,6",0,1,0,16,0,1,4,0,404,"0,635",1,1,0,640,0
3/11/2018,73000,72072,1121,"161,3",0,0,0,"37,1",0,0,1,0,16,0,1,2,0,308,"0,484",1,1,0,640,0
4/7/2018,69100,68925,1121,"173,3",0,0,0,"26,8",0,0,1,0,15,0,1,4,0,265,"0,417",1,1,0,640,0
5/18/2018,92400,92037,1111,255,0,0,0,"30,3",0,0,1,0,10,0,"1,254",7,0,681,"1,071",1,1,0,640,0
5/26/2018,74000,73519,1121,"220,1",0,0,0,"29,1",0,0,1,0,10,0,1,4,0,562,"0,884",1,1,0,640,0
6/23/2018,76700,75585,1125,"163,5",0,0,0,"30,9",0,0,1,0,15,0,1,4,0,534,"0,84",1,1,0,640,0
6/29/2018,78000,77658,1121,"175,6",0,0,0,"37,2",0,0,1,0,18,0,1,4,0,448,"0,704",1,1,0,640,0
7/7/2018,87000,86173,1111,"185,1",0,0,0,"36,9",0,0,0,0,16,0,"1,175",4,0,742,"1,167",1,1,0,640,0
7/11/2018,88400,88219,1111,"195,4",0,0,0,"42,9","12,4",0,1,0,17,"0,5","1,281",3,0,"751,4","1,181",1,1,0,640,0
7/21/2018,70000,69460,1125,"171,9",0,0,4,"28,8",0,0,1,0,16,0,1,4,0,"418,2","0,658",1,1,0,640,0
8/19/2018,85000,84592,1111,125,0,0,0,"36,5","60,2",0,0,0,17,1,"1,048",3,0,764,"1,201",1,1,0,640,0
9/23/2018,100000,97929,1111,"187,7",0,0,0,"64,4",0,0,0,0,15,0,1,4,0,715,"1,124",1,1,0,640,0
9/23/2018,71000,70471,1125,"176,8",0,"93,6",0,"28,7",0,0,1,0,18,0,1,4,0,390,"0,613","1,17","1,11",0,640,0
10/10/2018,73800,73395,1121,"132,5",0,0,0,"35,3",0,0,1,0,15,0,1,3,0,453,"0,712",1,1,0,640,0
12/1/2018,100000,99661,1111,"181,2",0,0,0,"39,3",0,0,0,0,18,0,"1,069",2,0,"859,6","1,352",1,1,0,640,0
12/20/2018,121500,119674,1111,"222,6",0,0,0,"44,3",0,0,1,0,15,0,"1,233",6,0,"741,4","1,166",1,1,0,640,0
12/20/2018,87900,87025,1111,171,0,0,0,"43,4",0,0,0,0,16,0,"1,052",3,0,729,"1,146",1,1,0,640,0
1/24/2019,80000,79482,1125,"163,8",0,0,0,"28,9",0,0,1,0,17,0,1,4,0,418,"0,657",1,1,0,640,0
2/23/2019,100000,98550,1111,"181,9",0,0,0,42,0,0,0,0,19,0,"1,008",4,0,750,"1,179",1,1,0,640,0
2/24/2019,70000,69612,1125,"186,1",0,0,0,"23,6",0,0,1,0,19,1,1,4,0,390,"0,613",1,1,0,640,0
2/24/2019,85000,84972,1121,"187,8","105,1",0,0,"36,5",0,0,1,0,17,0,1,4,0,464,"0,73",1,1,0,640,0
3/22/2019,76000,75329,1125,"171,9",0,0,4,"28,8",0,0,1,0,17,0,1,4,0,"418,2","0,658",1,1,0,640,0
3/21/2019,95000,94039,1111,"184,5",0,0,0,37,"19,6",0,0,0,16,0,"1,559",2,0,"724,5","1,139",1,1,0,640,0
3/23/2019,105000,102807,1111,"255,9",0,0,0,53,"60,9",0,1,0,11,0,"1,107",7,0,"681,1","1,071",1,1,0,640,0
5/2/2019,113500,111687,1111,"244,2","67,5",0,0,"45,4",0,0,1,0,12,0,"1,224",5,0,837,"1,316",1,1,0,640,0
7/17/2019,75300,69600,1121,"171,2",0,0,0,28,0,0,1,0,17,0,1,4,0,"337,5","0,531",1,1,0,640,0
7/31/2019,94000,91697,1111,"164,3",0,0,0,"43,8",0,0,1,0,19,0,"1,199",4,0,918,"1,443",1,1,0,640,0
9/15/2019,69400,67981,1121,"134,6",0,0,0,"27,8",0,0,1,0,17,0,1,4,0,457,"0,719",1,1,0,640,0
11/1/2019,89000,88055,1111,"170,3",0,0,0,"38,5",0,0,0,0,19,0,1,4,0,686,"1,079",1,1,0,640,0
11/2/2019,88500,87925,1111,183,0,0,0,"51,2",0,0,1,0,16,"0,5","1,265",3,0,641,"1,008",1,1,0,640,0
11/8/2019,99800,97942,1125,"232,7",0,0,0,"45,6",0,0,1,0,11,0,1,8,0,552,"0,868",1,1,0,640,0
12/5/2019,77000,76891,1125,"160,3",0,0,0,"30,8",0,0,1,0,16,0,1,3,0,406,"0,638",1,1,0,640,0
12/19/2019,78000,77865,1125,"147,5",0,0,0,21,0,0,1,0,19,0,1,4,0,"426,1","0,67",1,1,0,640,0
1/8/2020,75200,75117,1125,"143,6",0,0,0,"24,3",0,0,0,0,19,0,1,3,0,451,"0,709",1,1,0,640,0
1/26/2020,76000,75892,1121,"163,9",0,0,0,"27,5",0,0,1,0,18,0,1,3,0,"502,1","0,789",1,1,0,640,0
1/30/2020,84000,83696,1121,"183,4",0,0,0,"36,8",0,0,1,0,20,0,1,4,0,419,"0,659",1,1,0,640,0
2/11/2020,95000,94660,1111,"172,5",0,0,0,"42,7",0,0,0,0,20,0,"1,086",5,0,860,"1,352",1,1,0,640,0
2/13/2020,75000,74764,1121,"146,8",0,0,0,"34,3",0,0,1,0,19,0,1,5,0,308,"0,484",1,1,0,640,0
1/19/2014,44900,44862,1125,"162,2",0,0,0,"24,5",0,0,1,0,14,0,1,5,0,416,"0,654",1,1,0,650,0
2/9/2014,27500,27493,1126,80,0,0,0,0,0,0,0,0,16,0,1,2,0,238,"0,374","1,26","0,94",0,650,0
2/19/2014,41700,41534,1121,"130,3",0,0,0,18,0,0,1,0,24,0,1,3,0,150,"0,236","0,93","0,96",0,650,0
2/23/2014,25000,24891,1126,"80,1",0,0,0,0,0,0,0,0,17,0,1,3,0,333,"0,524","1,26","0,94",0,650,0
3/19/2014,39900,39389,1126,"114,8",0,0,0,"34,8",0,0,0,0,15,0,1,2,0,538,"0,846",1,1,0,650,0
4/4/2014,46000,45957,1125,"191,7",79,0,0,38,0,0,1,0,20,0,1,5,0,605,"0,951","0,99","0,97",0,650,0
4/18/2014,45700,45592,1111,"140,4",0,0,0,"35,3",0,0,0,0,20,1,"1,131",2,0,749,"1,178",1,1,0,650,0
6/8/2014,40000,39982,1121,"142,2",0,0,0,18,0,0,1,0,25,0,1,3,0,149,"0,234","0,94","1,08",0,650,0
6/14/2014,50000,49841,1111,"160,3",0,0,0,"31,9",0,0,0,0,18,1,"1,031",4,0,840,"1,321","1,24",1,0,650,0
6/25/2014,44000,43963,1111,"131,7",0,0,0,"35,3",0,0,0,0,16,0,"1,131",2,0,659,"1,036","1,04",1,0,650,0
7/6/2014,49500,46976,1111,"150,5",0,0,0,36,0,0,0,0,27,0,"1,06",3,0,694,"1,091","1,15","1,07",0,650,0
6/4/2014,20000,19804,1126,"71,8",0,0,0,0,0,0,0,0,23,0,1,2,0,214,"0,336","0,89",1,0,650,0
7/12/2014,33000,33000,1126,80,0,0,0,0,0,0,0,0,16,0,1,2,0,213,"0,335",1,1,0,650,0
7/23/2014,42900,42547,1121,"151,9",0,0,0,18,0,0,1,0,25,0,1,4,0,362,"0,569","1,11","0,96",0,650,0
7/31/2014,54500,53700,1125,"222,8",114,0,0,"27,2",0,0,1,0,24,0,1,4,0,521,"0,819","0,98","0,78",0,650,0
8/1/2014,39500,37335,1121,"130,2",0,0,0,18,0,0,1,0,25,0,1,4,0,129,"0,203","1,04","0,96",0,650,0
8/16/2014,52000,51275,1121,165,0,"83,8",0,"31,8",0,0,1,0,18,0,1,4,0,560,"0,881","1,09",1,0,650,0
9/11/2014,55000,53395,1111,199,0,0,0,"60,6",0,0,0,0,27,0,"1,12",5,0,838,"1,318",1,1,0,650,0
9/28/2014,26500,23874,1126,"85,3",0,0,0,0,0,0,0,0,40,1,1,2,0,389,"0,612","1,04",1,0,650,0
11/5/2014,38000,38000,1126,109,0,0,0,"23,2","41,2",0,0,0,16,0,1,2,0,422,"0,664","1,25","0,97",0,650,0
11/8/2014,43000,42982,1125,"153,2",0,0,0,18,0,0,1,0,25,0,1,4,0,275,"0,432","0,85",1,0,650,0
12/21/2014,48000,47578,1121,"159,3",0,0,0,"30,7",0,0,1,0,18,0,1,3,0,763,"1,2",1,1,0,650,0
2/12/2015,44500,44083,1121,152,0,0,0,18,0,0,1,0,26,0,1,4,0,227,"0,357","1,07","0,96",0,650,0
3/14/2015,50000,49972,1111,"178,4",0,0,0,43,0,0,0,0,26,0,"1,153",4,0,793,"1,247","1,19","0,96",0,650,0
3/28/2015,19265,19062,1126,"71,8",0,0,0,0,0,0,0,0,24,0,1,2,0,214,"0,336","0,89",1,0,650,0
5/1/2015,49500,49432,1125,186,"107,1",0,0,"28,2",0,0,1,0,26,0,1,4,0,493,"0,775","0,96","0,89",0,650,0
5/10/2015,57000,56948,1111,"174,6",0,0,0,"36,8",0,0,0,0,27,1,"1,183",4,0,795,"1,25","1,02",1,0,650,0
5/9/2015,52900,52799,1111,"158,5",0,0,0,"35,1",0,0,0,0,27,0,"1,168",4,0,658,"1,035","0,87","0,94",0,650,0
5/9/2015,67500,67324,1111,"251,1","120,9",0,0,"41,2",0,0,1,0,24,"0,5","1,052",6,0,886,"1,393","1,14","1,11",0,650,0
5/8/2015,40000,38912,1125,"196,9","82,6",0,0,30,0,0,1,0,25,0,1,3,0,607,"0,954","0,74",1,1,650,0
5/15/2015,57000,56425,1111,"159,1","76,2",0,0,46,0,0,1,0,26,0,"1,375",4,0,829,"1,303",1,1,0,650,0
6/11/2015,51500,51394,1125,"216,9","97,9",0,0,"24,4",0,0,1,0,23,0,1,4,0,592,"0,931","1,14",1,0,650,0
6/10/2015,59750,59540,1111,"184,2","40,5",0,0,"43,3",0,0,1,0,19,"0,5","1,059",3,0,713,"1,121","1,07",1,0,650,0
6/13/2015,55000,54810,1111,"159,7",0,0,0,"48,8",0,0,0,0,30,0,"1,176",4,0,738,"1,16","0,98","1,11",0,650,0
6/14/2015,58500,58432,1111,"165,5",82,0,0,42,0,0,1,0,23,0,"1,178",3,0,689,"1,083",1,1,0,650,0
6/11/2015,46900,46524,1121,"152,4",0,0,0,"23,8",0,0,0,0,21,0,1,4,0,400,"0,629","1,27",1,0,650,0
7/10/2015,55000,54646,1125,"184,5",0,0,0,"25,7",0,0,1,0,24,0,1,3,0,565,"0,888",1,"0,96",0,650,0
7/16/2015,51700,51608,1125,"165,8",0,0,0,"33,6",0,0,1,0,19,0,1,3,0,718,"1,129",1,1,0,650,0
7/18/2015,43000,42907,1125,"119,8",0,0,0,"26,7",0,0,0,0,31,0,1,2,0,529,"0,832","0,94","1,11",0,650,0
8/6/2015,49000,48990,1111,"134,2",0,0,0,"33,4",0,0,0,0,22,1,"1,114",3,0,575,"0,904","1,15","1,08",0,650,0
8/12/2015,65000,63548,1111,"227,6","63,5",0,0,"64,5",0,0,1,0,26,0,"1,08",4,0,910,"1,431",1,"1,04",0,650,0
8/1/2015,26300,26001,1126,80,0,0,0,0,0,0,0,0,16,0,1,3,0,336,"0,528",1,1,0,650,0
8/19/2015,28300,28091,1126,80,0,0,0,0,0,0,0,0,17,0,1,2,0,394,"0,619","1,11","0,78",0,650,0
8/22/2015,35000,34513,1126,80,0,0,0,0,0,0,0,0,17,0,1,2,0,"231,3","0,364","1,26",1,0,650,0
9/27/2015,48000,47324,1121,"152,4",0,0,0,"23,8",0,0,0,0,22,0,1,4,0,515,"0,81","1,22","1,22",0,650,0
10/7/2015,51500,51416,1121,"209,3",121,0,0,"32,7",0,0,1,0,25,0,1,4,0,866,"1,362","1,11",1,0,650,0
10/9/2015,40000,39350,1125,"148,9",0,0,0,23,0,0,0,0,27,0,1,4,0,463,"0,728","0,96",1,0,650,0
10/15/2015,52000,51776,1125,"177,9",0,0,0,34,0,0,1,0,26,0,1,4,0,392,"0,616","0,98",1,0,650,0
10/16/2015,46500,46254,1111,"130,7",0,0,0,39,0,0,0,0,28,0,"1,247",2,0,698,"1,097","1,09","1,11",0,650,0
10/25/2015,52600,52451,1125,"145,6",0,0,0,"59,8",0,0,0,0,31,0,1,4,0,573,"0,901","0,98","0,94",0,650,0
11/6/2015,46500,46409,1121,121,0,0,0,"33,4",0,0,1,0,21,0,1,4,0,605,"0,951","1,02","1,11",0,650,0
11/6/2015,49900,49624,1126,"185,2",0,0,0,"18,9","12,2",0,0,0,24,0,1,4,0,621,"0,976",1,1,0,650,0
11/7/2015,45600,44791,1126,"145,9",0,0,0,"29,1","8,2",0,1,0,19,0,1,3,0,604,"0,95",1,"0,96",0,650,0
10/30/2015,27800,27792,1126,"70,8","70,8",0,0,0,0,0,0,0,21,0,1,2,0,160,"0,252","1,04","0,78",0,650,0
11/14/2015,64500,63961,1111,"171,5",0,0,0,"38,6",0,0,0,0,15,0,"1,107",4,0,851,"1,338",1,1,0,650,0
12/2/2015,54500,53972,1121,"150,5",0,0,0,"22,4",0,0,0,0,31,0,1,4,0,456,"0,717","1,19","0,96",0,650,0
11/20/2015,60000,60000,1111,"169,2",0,0,0,"46,8",0,0,0,0,29,0,"1,272",4,0,773,"1,215","1,04","1,23",0,650,0
12/5/2015,28700,28689,1126,"79,4",0,0,0,0,0,0,0,0,17,0,1,2,0,"265,9","0,418","1,15",1,0,650,0
12/4/2015,42500,42355,1126,"114,4","114,4",0,0,"23,2",0,0,0,0,24,0,1,3,0,351,"0,552","1,09",1,0,650,0
12/19/2015,34000,33956,1126,"81,2",0,0,0,0,0,0,0,0,17,0,1,2,0,221,"0,347","1,04","0,94",0,650,0
12/4/2015,50500,50434,1111,"151,6",0,0,0,"57,5","57,5",0,0,0,28,0,"1,105",3,0,814,"1,28",1,1,1,650,0
1/31/2016,62000,61726,1111,227,"132,9",0,0,"38,8",0,0,1,0,25,"0,5","1,093",4,0,1000,"1,572","0,94","0,78",0,650,0
12/23/2015,56000,55832,1126,"201,1",0,0,0,"39,9",0,0,1,0,11,0,1,5,0,700,"1,101",1,1,0,650,0
2/26/2016,46500,45664,1126,"152,3",0,0,0,"26,6",0,0,1,0,24,0,1,4,0,279,"0,439","1,12","1,06",0,650,0
2/26/2016,48500,48414,1121,"141,2",0,0,0,"26,9",0,0,1,0,20,0,1,3,0,407,"0,64","0,83","0,96",0,650,0
2/20/2016,28000,27985,1126,80,0,0,0,0,0,0,0,0,12,0,1,2,0,210,"0,33",1,1,0,650,0
12/10/2015,70000,70000,1111,"175,9",0,0,0,"32,3",0,0,0,0,25,0,"1,082",3,0,1055,"1,659","1,3","1,19",0,650,0
2/5/2016,58000,57439,1111,"164,2","90,1",0,0,"33,2",0,0,1,0,21,0,"1,208",4,0,736,"1,157","0,99",1,0,650,0
3/8/2016,57500,57053,1111,"173,1",0,0,0,"39,1",0,0,0,0,31,0,"1,212",4,0,793,"1,247","1,22","1,22",0,650,0
3/11/2016,29250,28957,1126,"80,1",0,0,0,0,0,0,0,0,19,0,1,2,0,350,"0,55","1,04",1,0,650,0
3/20/2016,49700,49644,1111,"176,7",0,0,0,36,"10,5",0,0,0,26,1,"1,571",4,0,780,"1,226","1,01","0,96",1,650,0
4/10/2016,57000,56882,1111,"160,6",0,0,0,"34,4",0,0,0,0,28,0,"1,164",2,0,643,"1,011","1,11","0,78",0,650,0
4/9/2016,58700,58695,1111,"152,5",0,0,0,"35,3",0,0,0,0,19,0,"1,061",3,0,736,"1,157","0,89","0,96",0,650,0
4/15/2016,65800,65365,1111,"202,9","89,8",0,0,"35,6",0,0,1,0,27,0,"1,245",4,0,870,"1,368","1,01","1,19",0,650,0
4/10/2016,61500,61334,1111,"175,9",0,0,0,"32,3",0,0,0,0,26,0,"1,082",3,0,1055,"1,659","1,3","1,19",1,650,0
4/17/2016,49500,49386,1125,"153,2",0,0,0,18,0,0,1,0,27,0,1,4,0,250,"0,393","0,96",1,0,650,0
4/24/2016,60700,60020,1111,"169,2",0,0,0,"46,8",0,0,0,0,30,0,"1,272",4,0,773,"1,215","1,04","1,23",0,650,0
4/27/2016,54450,54353,1125,"157,3",0,"49,4",0,"37,9",0,0,1,0,20,0,1,2,0,718,"1,129",1,1,0,650,0
5/14/2016,47600,47559,1125,"119,3",0,0,0,"29,6",0,0,0,0,29,0,1,2,0,494,"0,777","1,07","0,96",0,650,0
5/11/2016,53500,53440,1125,152,0,"9,8",0,"23,9",0,0,1,0,21,0,1,3,0,683,"1,074","1,04",1,0,650,0
5/29/2016,57200,57119,1125,192,0,0,0,28,0,0,1,0,24,0,1,4,0,644,"1,013","1,07","0,96",0,650,0
5/25/2016,53000,52451,1111,"150,5",0,0,0,36,0,0,0,0,29,0,"1,06",3,0,694,"1,091","1,15","1,07",0,650,0
5/28/2016,49900,49864,1125,"150,2",0,0,0,18,0,0,1,0,26,0,1,4,0,221,"0,347","1,07",1,0,650,0
6/3/2016,39000,35100,1126,104,0,0,0,"18,2",0,0,0,0,25,0,1,2,0,297,"0,467",1,1,0,650,0
6/9/2016,63500,63417,1111,"164,9",0,0,0,41,0,0,0,0,26,1,"1,15",3,0,805,"1,266","1,09","1,11",0,650,0
6/22/2016,61500,61055,1125,"180,2",0,0,0,"26,4",0,0,1,0,27,0,1,4,0,447,"0,703","1,08","0,93",0,650,0
6/25/2016,68000,67357,1111,"270,1",89,0,0,63,0,0,1,0,29,0,"1,056",4,0,912,"1,434","0,96","0,89",0,650,0
7/16/2016,53000,52906,1111,"137,7",0,0,0,33,0,0,0,0,32,1,"1,112",3,0,702,"1,104","1,15","1,16",0,650,0
7/23/2016,45000,44779,1111,"152,8",0,0,0,"50,1","4,3",0,0,0,28,0,"1,162",3,0,769,"1,209","0,99","1,11",0,650,0
7/24/2016,54300,54286,1121,"143,6",0,0,0,25,0,0,1,0,21,0,1,3,0,476,"0,748","1,07",1,0,650,0
7/28/2016,61900,60536,1111,"179,6",0,"42,7",0,"41,6",0,0,1,0,32,0,"1,087",4,0,750,"1,179","1,08","0,98",0,650,0
7/28/2016,49900,49777,1121,164,0,"79,4",0,"32,7",0,0,1,0,19,0,1,3,0,560,"0,881","0,98",1,1,650,0
7/10/2016,29300,29288,1126,"81,9","81,9",0,0,0,0,0,0,0,23,0,1,3,0,305,"0,48","1,04",1,0,650,0
7/29/2016,37000,36959,1126,80,0,0,0,"34,8",0,0,0,0,17,0,1,3,0,298,"0,469",1,1,0,650,0
7/29/2016,40700,40641,1126,80,0,0,0,0,0,0,0,0,18,0,1,2,0,213,"0,335",1,1,0,650,0
8/17/2016,52700,52663,1125,"153,2",0,0,0,18,0,0,1,0,27,0,1,4,0,275,"0,432","0,85",1,0,650,0
9/22/2016,66000,65976,1111,"154,9","49,5",0,0,"32,8",0,0,1,0,23,0,"1,025",4,0,550,"0,865","1,15",1,0,650,0
9/22/2016,48000,48000,1126,"152,3",0,0,0,"26,6",0,0,1,0,24,0,1,5,0,279,"0,439","1,06","1,06",0,650,0
9/22/2016,60500,59786,1125,"154,5",0,0,0,"33,1",0,0,1,0,20,0,1,4,0,457,"0,719","1,07","0,78",0,650,0
9/22/2016,54400,54076,1126,"154,6",0,"43,8",0,"26,4",0,0,0,0,18,0,1,2,0,"464,6","0,731","1,05","0,94",0,650,0
10/1/2016,59000,58845,1125,"163,8",0,0,"12,6","37,7",0,0,1,0,21,0,1,2,0,1026,"1,613",1,1,0,650,0
10/5/2016,40500,40500,1125,"82,3",0,0,0,28,0,0,0,0,28,1,1,3,0,407,"0,64","1,26","1,07",0,650,0
10/26/2016,70000,69877,1111,"199,1","74,9",0,0,33,0,0,1,0,23,0,"1,145",4,0,695,"1,093",1,1,0,650,0
10/30/2016,57800,57646,1126,"146,8",0,0,0,"49,4",0,0,1,0,25,0,1,2,0,695,"1,093",1,1,0,650,0
10/30/2016,51000,50350,1121,"142,2",0,0,0,18,0,0,1,0,26,0,1,4,0,149,"0,234","1,15","1,08",0,650,0
11/4/2016,74000,72955,1111,"195,6",0,0,0,"33,1",0,0,1,0,18,0,"1,337",7,0,1071,"1,684","1,3","1,11",0,650,0
11/9/2016,55900,55887,1111,"145,4",0,0,0,34,0,0,0,0,32,0,"1,209",3,0,672,"1,057","1,19","1,07",0,650,0
11/19/2016,83000,82477,1111,"278,9","163,7",0,0,"47,1",0,0,1,0,25,0,"1,12",5,0,780,"1,226","1,16",1,0,650,0
11/18/2016,49500,49413,1125,151,0,0,0,0,0,0,1,0,28,0,1,4,0,197,"0,31","1,11","0,94",0,650,0
11/23/2016,65000,64893,1121,"178,7","109,3",0,0,"36,8",0,0,1,0,26,0,1,4,0,398,"0,626",1,"0,89",0,650,0
12/3/2016,48500,48487,1126,"109,7",0,0,0,"25,9","49,5",0,0,0,18,0,1,2,0,551,"0,866",1,1,0,650,0
12/13/2016,61500,61451,1111,"177,1",0,0,0,23,0,0,0,0,32,1,"1,181",4,0,760,"1,195",1,1,0,650,0
12/24/2016,32000,31951,1126,80,0,0,0,0,0,0,0,0,17,0,1,3,0,336,"0,528",1,1,0,650,0
12/25/2016,66500,66263,1125,"191,7",79,0,0,38,0,0,1,0,22,0,1,5,0,605,"0,951","0,99","0,97",0,650,0
12/31/2016,63000,62870,1121,"151,8",0,"73,2",0,"28,7",0,0,1,0,21,0,1,4,0,675,"1,061","1,04",1,0,650,0
1/29/2017,67200,66391,1125,"180,4","99,3",0,0,40,0,0,1,0,26,0,1,3,0,676,"1,063","0,85",1,0,650,0
2/11/2017,70000,69755,1111,"271,5",0,0,0,"36,4","2,4",0,1,0,15,0,"1,047",3,0,910,"1,431",1,1,1,650,0
2/16/2017,57600,57463,1125,"200,8","114,3",0,0,"27,8",0,0,1,0,26,0,1,4,0,540,"0,849","1,19",1,1,650,0
2/23/2017,69200,69200,1111,"176,7",0,0,0,36,"10,5",0,0,0,27,1,"1,571",4,0,780,"1,226","1,01","0,96",0,650,0
2/23/2017,64000,63727,1111,"158,5",0,0,0,"35,1",0,0,0,0,29,0,"1,168",4,0,658,"1,035","0,87","0,94",0,650,0
3/16/2017,63000,62663,1125,263,"143,4",0,0,"23,8",0,0,1,0,24,0,1,5,0,591,"0,929","1,17",1,0,650,0
3/24/2017,64500,63988,1125,"154,9",0,0,0,31,0,0,0,0,1,0,1,4,0,541,"0,851",1,1,0,650,0
3/24/2017,35000,34948,1126,80,0,0,0,0,0,0,0,0,19,0,1,2,0,222,"0,349",1,1,0,650,0
3/15/2017,34700,34310,1126,"90,3",0,0,0,0,"24,1",0,0,0,14,"0,5",1,2,0,207,"0,325",1,1,1,650,0
3/26/2017,36815,36305,1126,80,0,0,0,0,0,0,0,0,19,0,1,2,0,"240,5","0,378","0,8",1,0,650,0
4/5/2017,55200,55120,1121,"130,2",0,0,0,18,0,0,1,0,28,0,1,3,0,129,"0,203","1,04","0,96",0,650,0
4/2/2017,76000,75842,1111,"174,1",0,0,0,"32,9","15,2",0,0,0,28,0,"1,641",4,0,819,"1,288",1,1,0,650,0
4/21/2017,62500,62354,1121,"152,4",0,0,0,"23,8",0,0,0,0,23,0,1,4,0,400,"0,629","1,27",1,0,650,0
4/26/2017,34700,34687,1126,"90,3",0,0,0,0,"24,1",0,0,0,14,"0,5",1,2,0,207,"0,325",1,1,1,650,0
4/29/2017,29400,29380,1126,"66,7",0,"61,6",0,0,0,0,1,0,40,1,1,2,0,285,"0,448","0,93","0,89",0,650,0
5/20/2017,83000,82189,1111,"178,5","58,5",0,0,"55,4",0,0,1,0,26,0,"1,084",4,0,842,"1,324","1,04",1,0,650,0
5/28/2017,70500,70500,1111,"168,1",0,0,0,"47,1",0,0,0,0,32,1,"1,167",2,0,757,"1,19","0,96","1,11",0,650,0
7/1/2017,69900,69439,1125,"185,3",0,0,0,18,0,0,1,0,29,0,1,5,0,298,"0,469","0,93",1,0,650,0
6/30/2017,87000,86960,1111,"229,2","87,1",0,0,"50,9",0,0,1,0,27,0,"1,17",4,0,898,"1,412","1,11",1,0,650,0
