utgdag,kaupverd,nuvirdi,ist120,ibm2,ib2m2,ib3m2,rism2,bilskurm2,geymm2,two_livunits,two_storey,storeys_3,age_studull,not_concrete,stud1house,bath_fixtures,fjbilsk,lodpflm,landratio,innig_factor,utig_factor,fjarmalastofnunselur,hverfi,gata
3/6/2014,59000,58138,1111,"177,6","69,2",0,"15,2",0,0,0,0,1,14,"0,5","1,112",4,0,317,"0,498",1,1,0,11,0
5/4/2014,58500,58210,1111,"152,1",0,"29,5","37,2",0,"14,4",0,0,1,40,0,"1,068",4,0,160,"0,252",1,1,0,11,0
6/13/2014,62600,62165,1111,"206,7","75,5","55,7",0,0,"8,4",0,0,1,40,1,"1,175",5,0,"236,1","0,371",1,"0,96",0,11,0
6/13/2014,40700,39870,1121,"103,5","36,5",30,0,0,0,0,0,1,40,0,1,3,0,103,"0,162","0,94","0,89",0,11,0
8/1/2014,57000,56801,1111,"128,8",0,"13,8","15,2",0,"9,5",0,0,1,40,"0,5","1,274",4,0,216,"0,34",1,1,0,11,0
9/25/2014,70000,69268,1111,"140,2",0,0,0,"25,2","70,1",0,1,0,40,1,"1,009",5,0,379,"0,596","1,1",1,0,11,0
10/5/2014,52000,51533,1125,97,0,0,0,0,"49,5",0,1,0,40,"0,5",1,3,0,267,"0,42","1,01","1,11",0,11,3
10/10/2014,52000,51850,1122,"179,8",47,"38,8",0,0,0,0,0,1,40,0,1,3,0,92,"0,145","0,85","0,96",0,11,0
10/31/2014,85000,84821,1111,"205,4","70,2",0,0,28,0,0,0,1,40,0,"1,051",4,0,364,"0,572","1,08","0,96",0,11,0
4/2/2015,37600,36960,1126,"94,6",0,"25,4","12,8",0,"6,9",0,1,0,40,0,1,4,0,174,"0,274",1,1,0,11,0
7/1/2015,46500,46160,1121,98,"40,8","10,6",0,0,0,0,0,1,40,"0,5",1,5,0,220,"0,346","1,01",1,1,11,0
8/22/2015,44000,44000,1121,65,0,0,0,0,0,0,0,0,40,1,1,2,0,227,"0,357","1,28",1,0,11,0
10/9/2015,52000,52000,1121,"118,2",0,0,0,0,0,1,0,0,40,0,1,3,0,79,"0,124","1,08",1,1,11,0
12/13/2015,42000,41975,1121,"106,6","37,9","30,8",0,0,0,0,0,1,40,0,1,4,0,103,"0,162","1,1",1,0,11,0
3/20/2016,44600,44567,1121,83,0,0,"3,2",0,"14,8",0,0,0,40,1,1,2,0,201,"0,316",1,1,0,11,0
4/17/2016,26500,27065,1126,"59,4","59,4",0,0,0,0,0,0,0,40,"0,5",1,3,0,82,"0,129",1,1,0,11,0
4/20/2016,65000,64762,1111,"194,6","70,3",0,0,0,0,0,0,1,40,0,"1,024",6,0,420,"0,66",1,1,0,11,3
5/8/2016,63900,63794,1126,"148,3","66,4",0,0,0,0,0,1,0,40,0,1,2,0,128,"0,201","0,96","0,89",0,11,0
5/1/2016,77500,76606,1111,"126,4",0,0,0,0,"67,5",0,1,0,40,1,"1,026",3,0,412,"0,648","1,02","0,89",0,11,0
5/29/2016,45500,45469,1121,"73,5","36,5",0,0,0,0,0,1,0,40,0,1,2,0,103,"0,162","1,15",1,0,11,0
5/27/2016,30000,29821,1126,"60,3","60,3",0,0,0,"1,9",0,0,0,40,0,1,2,0,58,"0,091",1,1,0,11,0
6/18/2016,27000,26719,1126,"53,3","53,3",0,0,0,0,0,0,0,40,1,1,2,0,60,"0,094","1,33",1,0,11,0
6/18/2016,62990,62395,1126,"124,8",0,"55,6",0,0,0,0,1,0,40,1,1,2,0,130,"0,204","1,11","0,94",0,11,0
7/8/2016,53000,52036,1111,115,0,"45,1",0,"36,2",0,0,1,0,40,1,"1,375",2,0,"197,6","0,311",1,1,1,11,0
7/31/2016,44000,43048,1121,"73,5","36,5",0,0,0,0,0,1,0,40,0,1,2,0,103,"0,162","0,96","0,89",0,11,0
8/7/2016,61000,60741,1126,"122,4",0,0,14,0,"10,7",0,1,0,40,0,1,2,0,165,"0,259",1,1,0,11,0
8/24/2016,68500,65633,1111,"194,6","70,3",0,0,0,0,0,0,1,40,0,"1,024",6,0,420,"0,66",1,1,0,11,3
9/4/2016,32500,32444,1126,74,74,0,0,0,"10,1",0,0,0,40,0,1,2,0,89,"0,14",1,1,0,11,0
10/9/2016,43700,43314,1121,"90,9","36,5",0,"6,3",0,0,0,0,1,40,0,1,2,0,103,"0,162",1,1,0,11,0
10/30/2016,47000,46959,1126,"100,4",0,0,0,0,"38,7",0,0,0,40,"0,5",1,2,0,227,"0,357",1,1,0,11,0
10/28/2016,32400,32185,1126,"69,1","33,5",0,0,0,"5,2",0,1,0,40,"0,5",1,2,0,107,"0,168",1,1,0,11,0
10/2/2016,49200,49200,1125,"146,8","49,8",0,0,0,0,0,0,1,40,1,1,2,0,207,"0,325","0,96",1,0,11,3
3/9/2017,47900,47836,1121,"106,6","37,9","30,8",0,0,0,0,0,1,40,0,1,4,0,103,"0,162","1,1",1,0,11,0
3/18/2017,75500,74723,1111,"187,1",0,0,"16,1",0,0,0,1,0,40,0,"1,352",3,0,216,"0,34",1,1,0,11,0
3/26/2017,55500,55040,1125,97,0,0,0,0,"49,8",0,1,0,40,1,1,3,0,303,"0,476","1,02","0,89",0,11,3
5/24/2017,80000,79378,1121,"151,9",0,"41,3",0,0,0,1,1,0,40,0,1,5,0,149,"0,234","1,1","1,11",0,11,0
6/17/2017,89900,88951,1111,"124,3",0,0,0,0,"70,3",0,1,0,40,0,"1,024",3,0,472,"0,742","0,98","0,89",0,11,3
7/16/2017,31000,30882,1121,"49,7",0,0,0,0,0,0,0,0,40,0,1,2,0,148,"0,233","0,96",1,1,11,0
7/23/2017,59900,59709,1126,"113,2",0,"38,8",0,0,"19,7",0,1,0,40,1,1,2,0,314,"0,494",1,"0,93",0,11,0
8/31/2017,67300,62590,1121,"124,8","62,4",0,0,0,"37,5",0,1,0,40,0,1,3,0,156,"0,245","0,89",1,0,11,0
9/6/2017,56000,55957,1121,"142,3","49,5",0,0,0,0,0,0,1,40,0,1,2,0,"137,5","0,216",1,1,0,11,0
9/16/2017,62100,62038,1125,"95,3",0,0,0,0,"49,8",0,1,0,40,1,1,3,0,276,"0,434",1,"0,89",0,11,3
10/13/2017,39000,36506,1126,51,0,0,0,0,"19,3",0,0,0,40,0,1,2,0,"52,7","0,083",1,1,0,11,0
1/13/2018,49500,49486,1126,"91,7",0,"37,4",0,0,0,0,1,0,40,0,1,3,0,73,"0,115","1,02",1,0,11,0
1/28/2018,62000,61869,1111,"79,7",0,0,0,0,"31,4",0,1,0,40,1,1,2,0,363,"0,571","1,06","1,11",0,11,0
4/15/2018,62500,62347,1121,"65,9",0,0,"3,4",0,"39,3",0,1,0,40,0,1,2,0,103,"0,162",1,1,0,11,0
4/12/2018,104500,100990,1122,"193,8",0,"48,2",0,0,0,0,0,1,1,1,1,7,0,192,"0,302",1,1,0,11,0
7/14/2018,96500,95769,1122,"191,3",0,"45,2",0,0,0,0,0,1,1,1,1,7,0,150,"0,236",1,1,0,11,0
8/4/2018,32600,32136,1126,"56,4","56,4",0,0,0,"2,2",0,0,0,40,0,1,2,0,61,"0,096",1,1,0,11,0
9/14/2018,87000,86924,1121,"111,4",0,0,0,0,"19,3",1,0,0,40,0,1,4,0,"151,4","0,238",1,1,0,11,0
9/12/2018,57500,57275,1126,"115,9",0,"19,3",0,0,0,0,0,1,24,0,1,3,0,68,"0,107","1,1",1,0,11,0
10/6/2018,100000,97953,1111,"143,4",0,0,0,0,"87,3",0,1,0,40,0,"1,197",5,0,371,"0,583","1,04","0,89",0,11,0
11/4/2018,121000,118202,1111,"213,8","72,2",0,0,"18,5",0,0,0,1,40,0,"1,081",4,0,421,"0,662",1,1,0,11,0
1/27/2019,65000,64773,1125,"146,8","49,8",0,0,0,0,0,0,1,40,1,1,2,0,207,"0,325","0,96",1,0,11,3
2/8/2019,90000,90000,1121,"118,2",0,0,0,0,0,1,0,0,40,0,1,3,0,79,"0,124","1,08",1,0,11,0
2/24/2019,90000,85430,1122,"139,4","63,2",13,0,20,0,0,0,1,40,1,1,2,0,171,"0,269","0,77","0,96",0,11,0
9/21/2019,100000,100000,1121,"119,5",0,"54,2",0,0,"55,1",1,0,0,40,0,1,4,0,124,"0,195","0,99",1,0,11,0
10/6/2019,64000,63977,1111,72,0,0,0,0,"38,4",0,0,0,40,0,"1,009",4,0,248,"0,39","1,15",1,0,11,0
11/17/2019,38000,37526,1111,"40,4",0,0,0,0,"13,4",0,0,0,40,1,"1,038",2,0,86,"0,135","0,85","0,84",0,11,0
1/9/2020,59900,59850,1121,"103,5","36,5",30,0,0,0,0,0,1,40,0,1,3,0,103,"0,162","0,94","0,89",0,11,0
2/2/2020,87500,87093,1111,"125,3",0,0,0,0,"66,1",0,1,0,40,1,"1,033",3,0,432,"0,679","1,02","0,89",0,11,0
1/2/2014,40000,37596,1126,"151,7",0,"35,6",0,0,0,0,0,1,40,1,1,2,0,288,"0,453","1,06","0,89",0,20,0
1/29/2014,15000,15000,1126,"42,9",0,0,0,0,0,0,0,0,40,1,1,2,0,87,"0,137",1,1,0,20,0
2/16/2014,17900,17894,1126,55,55,0,0,0,"0,4",0,0,0,40,0,1,2,0,"57,7","0,091","0,96","0,97",0,20,0
3/6/2014,33800,33752,1111,86,42,0,0,0,0,0,1,0,40,1,"1,029",2,0,140,"0,22","1,19","1,06",0,20,0
3/8/2014,73000,72374,1111,"246,4","89,9","67,9",0,0,"23,4",0,0,1,40,1,"1,057",3,0,375,"0,59","1,13",1,0,20,0
3/14/2014,39000,38943,1122,"145,4","31,5",0,0,0,0,0,0,1,40,1,1,3,0,129,"0,203","1,08",1,0,20,0
3/28/2014,39500,39291,1126,91,0,0,0,0,"25,4",0,1,0,40,0,1,2,0,172,"0,27",1,1,0,20,0
4/9/2014,41500,41398,1111,"119,2","60,5",0,0,0,0,0,1,0,40,0,"1,075",2,0,97,"0,153","1,26",1,0,20,0
4/11/2014,22000,21986,1126,70,0,0,0,0,"5,8",0,1,0,40,1,1,2,0,62,"0,097",1,1,1,20,26
4/16/2014,26500,26209,1126,"63,8",0,0,0,0,0,0,0,0,40,"0,5",1,2,0,121,"0,19",1,1,0,20,0
5/11/2014,83250,82645,1111,"167,2","60,2",0,"19,6","31,5",0,0,0,1,40,1,"1,689",5,0,"341,4","0,537",1,1,0,20,0
5/18/2014,47000,46876,1122,"141,3",0,0,0,0,"5,2",0,0,1,40,0,1,4,0,86,"0,135",1,1,0,20,0
5/16/2014,37300,37251,1126,"93,2","93,2",0,0,0,0,0,0,0,40,0,1,5,0,99,"0,156",1,1,0,20,0
5/22/2014,45000,44881,1111,"116,9",0,0,0,0,"20,3",0,1,0,40,0,"1,111",3,0,235,"0,369","0,98","0,89",0,20,0
5/7/2014,70000,70000,1122,"179,4",0,0,"9,2",0,"35,7",0,0,1,40,0,1,5,0,136,"0,214",1,1,0,20,0
6/8/2014,44900,43954,1122,94,0,24,0,0,"6,5",0,0,1,40,0,1,2,0,150,"0,236","1,01",1,0,20,0
6/5/2014,26000,25986,1122,"47,4",0,0,0,0,46,0,0,0,40,1,1,2,0,101,"0,159","1,02","0,89",0,20,0
5/16/2014,22900,22791,1126,"50,3",0,0,0,0,0,0,0,0,40,0,1,2,0,41,"0,064","0,96","0,89",0,20,0
8/1/2014,13000,12838,1126,"36,6","36,6",0,0,0,0,0,0,0,40,1,1,2,0,92,"0,145","1,04","0,94",0,20,0
8/21/2014,67000,65846,1125,"214,8","71,2",0,0,"40,9",0,0,0,1,40,0,1,4,0,"459,6","0,723",1,1,0,20,0
8/10/2014,26000,25986,1126,"79,8","17,4",0,"0,3",0,"10,1",0,1,0,40,1,1,2,0,193,"0,303",1,1,0,20,0
10/12/2014,19500,19500,1126,"46,7",0,"28,7",0,0,0,0,1,0,40,0,1,3,0,71,"0,112",1,"0,89",0,20,0
10/12/2014,35000,34948,1126,"119,2",0,"48,7",0,0,0,0,1,0,40,0,1,2,0,84,"0,132","0,85","0,89",0,20,26
11/5/2014,105000,104907,1111,"289,1","103,7",0,"3,5",0,0,0,0,1,40,1,"1,147",6,0,164,"0,258",1,1,0,20,0
11/15/2014,39800,39773,1111,"79,3",31,"17,3",0,0,0,0,0,1,40,"0,5","1,173",2,0,154,"0,242","1,15",1,0,20,0
11/27/2014,29500,29469,1111,"81,4","40,7",0,0,0,0,0,1,0,40,1,"1,027",2,0,292,"0,459","0,74","0,94",0,20,0
12/4/2014,37500,36975,1126,"78,7",0,"31,3","21,8",0,0,0,1,0,40,0,1,2,0,49,"0,077",1,1,0,20,26
12/6/2014,20000,19866,1126,"57,2",0,0,0,0,0,0,0,0,40,0,1,2,0,62,"0,097",1,1,0,20,0
12/20/2014,27500,27394,1126,"67,8",0,0,0,0,0,0,0,0,40,1,1,2,0,49,"0,077",1,1,0,20,0
12/20/2014,22500,22458,1126,"67,8","67,8",0,0,0,"16,1",0,0,0,40,1,1,2,0,58,"0,091",1,1,0,20,0
12/19/2014,115500,113090,1111,"255,3","140,6",0,0,0,35,1,0,1,40,1,"1,34",5,0,413,"0,649","0,84","0,94",0,20,0
1/2/2015,40400,40055,1122,82,"42,4",0,0,0,0,1,0,0,40,1,1,3,0,90,"0,142",1,1,0,20,0
1/1/2015,71500,68700,1111,"178,1","20,8","50,3",0,0,0,0,0,1,40,0,"1,07",5,0,162,"0,255","1,15","1,22",0,20,0
1/4/2015,29000,28834,1126,"86,2","28,1",0,"0,7",0,0,0,1,0,40,1,1,4,0,76,"0,119",1,1,0,20,0
1/21/2015,31000,30979,1111,"68,4",0,0,0,0,"17,1",0,0,0,40,0,"1,33",2,0,74,"0,116","0,85","0,78",0,20,0
1/21/2015,26000,25990,1126,"57,7",0,0,0,0,"3,5",0,0,0,40,"0,5",1,2,0,98,"0,154",1,1,0,20,0
2/20/2015,26000,25987,1126,"72,7","25,2",0,0,0,0,0,1,0,40,1,1,2,0,61,"0,096","0,87","0,92",0,20,0
2/28/2015,19500,19029,1126,"40,7",0,0,0,0,"31,6",0,0,0,40,1,1,2,0,128,"0,201",1,1,0,20,0
3/1/2015,88000,86704,1111,"194,8","85,6",0,3,0,0,0,0,1,40,1,"1,265",5,0,"238,1","0,374",1,1,0,20,0
3/5/2015,33500,33186,1126,"90,3","27,9",0,0,0,"12,3",0,0,1,40,1,1,2,0,107,"0,168",1,1,0,20,0
3/20/2015,32000,31972,1126,"72,2",0,0,"6,8",0,0,0,1,0,40,0,1,2,0,152,"0,239",1,1,0,20,4
3/15/2015,25400,25400,1126,"57,2",0,0,0,0,0,0,0,0,40,0,1,2,0,62,"0,097",1,1,0,20,0
3/21/2015,35500,35464,1126,"147,1","76,9",0,0,0,10,0,1,0,40,1,1,5,0,122,"0,192",1,1,0,20,0
3/27/2015,21600,21556,1126,"44,5",0,0,"0,9",0,"7,2",0,0,0,40,1,1,2,0,100,"0,157",1,1,0,20,0
3/29/2015,18900,18843,1126,"50,9",0,0,"0,7",0,0,0,0,0,40,0,1,2,0,42,"0,066",1,1,1,20,0
6/6/2015,81000,80773,1111,189,"100,3","19,6",15,0,"5,3",0,0,1,40,1,"1,54",4,0,211,"0,332",1,1,0,20,0
4/24/2015,50000,49513,1111,"133,6","49,5","31,3",0,0,0,0,0,1,40,1,"1,136",2,0,207,"0,325","0,9","0,83",0,20,0
5/1/2015,44500,44458,1125,"126,1","47,4",0,"4,8",0,0,0,0,1,40,0,1,4,0,143,"0,225",1,1,0,20,0
5/13/2015,71000,70917,1111,"155,1","54,6","41,9",0,0,0,0,0,1,40,0,"1,029",4,0,121,"0,19","1,28",1,0,20,0
5/30/2015,24050,23007,1122,"38,2",0,0,0,0,0,0,0,0,40,1,1,2,0,96,"0,151",1,"1,22",0,20,0
5/28/2015,66700,66700,1121,"174,5",0,0,0,0,0,0,0,1,10,0,1,5,0,101,"0,159",1,1,1,20,27
5/28/2015,25000,24805,1126,55,0,0,0,0,"3,2",0,0,0,40,0,1,2,0,"60,8","0,096",1,1,0,20,0
6/3/2015,90000,89414,1111,"312,3",84,0,0,0,0,0,0,1,40,1,"1,103",4,0,217,"0,341","0,88","0,94",0,20,0
7/19/2015,39000,37616,1126,"123,4",60,0,0,0,"8,7",0,0,0,40,0,1,2,0,54,"0,085",1,1,0,20,0
7/25/2015,76000,74737,1122,"175,3",0,0,"10,1",0,"17,6",0,0,1,40,0,1,4,0,"234,6","0,369",1,1,0,20,0
8/29/2015,26000,25917,1111,"70,5",0,0,0,0,0,0,0,0,40,"0,5",1,2,0,42,"0,066",1,1,0,20,26
9/3/2015,99000,98930,1111,"285,7","104,6","76,5",0,0,0,0,0,1,40,0,"1,102",4,0,400,"0,629","0,88","0,81",0,20,0
9/13/2015,29000,28975,1126,"54,5",0,0,"1,2",0,"15,3",0,0,0,40,0,1,2,0,149,"0,234",1,1,0,20,0
8/30/2015,55600,55544,1111,"183,3","62,3","58,7",0,0,0,0,0,1,40,1,"1,1",2,0,342,"0,538","1,17",1,1,20,0
9/11/2015,44000,44000,1126,141,0,0,0,"26,3",0,0,1,0,40,0,1,4,0,166,"0,261",1,1,1,20,0
10/1/2015,63000,62734,1122,"156,5","55,5","47,2","4,3",0,"15,9",0,0,1,40,0,1,3,0,227,"0,357",1,1,0,20,0
10/7/2015,44500,43968,1126,"102,2",0,0,0,0,"27,3",0,1,0,40,0,1,3,0,109,"0,171","1,11",1,0,20,0
10/2/2015,60500,60276,1126,"181,9","100,2",0,0,0,0,0,1,0,40,1,1,4,0,177,"0,278","1,13","0,94",0,20,0
8/16/2015,70000,69410,1111,"127,1","62,9",0,0,0,"33,4",0,1,0,40,0,"1,025",3,0,240,"0,377",1,1,0,20,0
9/24/2015,43000,43000,1126,"89,6",0,0,"9,5",0,"5,9",0,1,0,40,1,1,2,0,151,"0,237",1,1,0,20,0
9/24/2015,27000,27000,1126,"34,6","34,6",0,0,0,0,0,0,0,40,1,1,2,0,40,"0,063",1,1,0,20,0
11/7/2015,21800,21758,1126,"40,1","40,1",0,0,0,0,0,0,0,40,1,1,2,0,58,"0,091","1,04",1,0,20,0
11/15/2015,28500,28486,1126,67,67,0,0,0,0,0,0,0,40,0,1,2,0,69,"0,108",1,1,0,20,0
10/22/2015,91000,91000,1121,210,"44,3",0,0,0,0,0,0,1,40,0,1,2,0,"102,2","0,161",1,1,0,20,0
11/5/2015,48200,48056,1122,"106,9",0,0,0,0,0,0,1,0,40,0,1,3,0,122,"0,192","0,96",1,0,20,0
12/19/2015,44000,44000,1122,"93,4",0,0,0,0,0,0,1,0,40,0,1,4,0,122,"0,192","1,26",1,1,20,0
12/23/2015,49000,48852,1111,"101,8",39,0,0,0,0,0,1,0,40,1,"1,261",4,0,216,"0,34","1,19","0,89",0,20,0
1/31/2016,37200,37193,1126,"67,2",0,0,0,0,"19,9",0,0,0,40,0,1,2,0,65,"0,102",1,1,0,20,0
1/30/2016,33000,32600,1126,"62,8",0,0,0,0,"12,4",0,0,0,40,1,1,2,0,151,"0,237",1,1,0,20,0
2/13/2016,88000,87905,1111,"142,4",0,"27,6",0,0,0,1,1,0,40,1,1,4,0,109,"0,171",1,1,0,20,0
3/3/2016,57000,57000,1122,"103,6",0,33,0,0,0,0,1,0,40,0,1,4,0,85,"0,134",1,1,0,20,4
2/28/2016,44000,44000,1126,"109,1","24,5",0,0,0,"11,8",0,1,0,40,1,1,3,0,218,"0,343",1,1,0,20,0
3/10/2016,24800,24790,1126,"51,7",0,0,0,0,"11,6",0,0,0,40,0,1,2,0,42,"0,066","1,02","0,94",0,20,0
3/18/2016,37200,37200,1111,"64,4","32,2",0,0,0,0,0,1,0,40,1,1,4,0,118,"0,186","0,93","0,89",1,20,0
3/24/2016,49900,45900,1126,"111,9",0,0,"11,1","22,1","6,3",0,1,0,40,0,1,3,0,182,"0,286",1,1,0,20,0
4/30/2016,85500,84808,1111,"100,8",0,0,"4,2",0,"64,4",0,1,0,40,1,1,2,0,262,"0,412",1,1,0,20,27
5/1/2016,78500,78284,1111,"127,1","62,9",0,0,0,"33,4",0,1,0,40,0,"1,025",3,0,240,"0,377",1,1,0,20,0
5/6/2016,47000,46930,1126,"108,4","57,3",0,"0,3",0,0,0,1,0,40,"0,5",1,3,0,116,"0,182",1,1,0,20,0
5/22/2016,120000,118651,1122,"242,7",0,0,0,0,"71,2",0,0,1,40,0,1,5,0,214,"0,336","1,1","1,1",0,20,25
6/15/2016,46900,46630,1126,"108,3","52,5",0,0,0,0,0,1,0,40,0,1,2,0,146,"0,23",1,"1,33",0,20,0
5/19/2016,38500,38345,1126,"50,3",0,0,0,0,0,0,0,0,40,0,1,2,0,41,"0,064","0,96","0,89",0,20,0
7/8/2016,31100,31049,1126,"68,6",0,0,0,0,0,0,0,0,37,0,1,2,0,87,"0,137",1,1,0,20,0
5/28/2016,77500,76361,1111,"129,7",0,0,0,"41,2","65,5",0,1,0,40,1,"1,084",4,0,419,"0,659",1,1,0,20,0
7/30/2016,37900,37900,1126,"62,4",0,0,0,0,"6,6",0,0,0,40,0,1,2,0,98,"0,154",1,1,0,20,0
7/30/2016,31100,31100,1126,"58,4",0,0,"2,5",0,0,0,0,0,40,0,1,2,0,76,"0,119",1,1,0,20,0
7/28/2016,28000,27951,1111,"35,9",0,0,0,0,"35,9",0,0,0,40,1,"1,001",2,0,"144,6","0,227","1,11","0,89",0,20,0
6/6/2016,30000,29923,1122,"76,2",0,0,0,0,"38,1",0,1,0,40,1,1,2,0,94,"0,148","0,99","0,89",1,20,0
8/6/2016,25700,25665,1126,"53,3",0,0,0,0,"2,9",0,0,0,40,1,1,3,0,124,"0,195",1,1,0,20,0
8/11/2016,110000,109498,1121,"161,8",0,0,"24,7",0,"109,5",0,1,0,40,1,1,3,0,290,"0,456",1,1,0,20,0
8/14/2016,26500,26461,1126,"69,2","19,1",0,0,0,0,0,0,1,40,1,1,2,0,59,"0,093","0,79","0,92",0,20,0
9/10/2016,63500,62858,1125,"134,7","47,1","41,5","2,9","17,1",0,0,0,1,40,0,1,2,0,"139,2","0,219",1,1,0,20,0
9/25/2016,39000,38556,1126,"78,9",0,0,0,0,"10,8",0,0,0,40,0,1,2,0,76,"0,119",1,1,0,20,0
10/2/2016,37000,36963,1122,"76,2",0,0,0,0,"38,1",0,1,0,40,1,1,2,0,94,"0,148","0,99","0,89",0,20,0
10/5/2016,40000,39982,1122,"80,8",0,0,0,0,"15,5",0,1,0,40,0,1,2,0,87,"0,137",1,1,0,20,0
9/24/2016,53900,53874,1121,"126,9",65,0,0,0,0,0,1,0,40,0,1,2,0,102,"0,16",1,1,0,20,0
8/27/2016,24900,24865,1126,"50,6",0,0,0,0,0,0,0,0,40,1,1,3,0,102,"0,16",1,1,0,20,0
10/20/2016,35000,34553,1126,"51,7",0,"51,7",0,0,0,0,0,0,40,1,1,2,0,49,"0,077","1,26","1,11",0,20,0
10/1/2016,54900,54893,1122,"78,7","25,4",0,0,0,0,1,0,0,40,0,1,3,0,141,"0,222","1,11",1,0,20,0
11/18/2016,33500,33261,1126,"72,6",0,0,0,0,"5,3",0,0,0,40,0,1,2,0,101,"0,159",1,1,0,20,0
11/19/2016,47000,47000,1125,"46,4",0,0,0,0,"46,4",0,0,0,40,0,1,2,0,92,"0,145",1,"0,89",0,20,0
11/25/2016,31500,31493,1126,"72,7","25,2",0,0,0,0,0,1,0,40,1,1,2,0,61,"0,096","0,87","0,92",0,20,0
11/26/2016,31500,31198,1126,"84,5",0,0,0,0,0,0,0,0,40,0,1,3,0,182,"0,286","0,96",1,0,20,0
12/7/2016,56500,56409,1121,"56,6",0,0,0,0,0,0,0,0,40,0,1,2,0,"125,2","0,197","1,15",1,0,20,27
12/14/2016,27000,26995,1126,"58,5",0,0,0,0,"20,1",0,0,0,40,1,1,3,0,172,"0,27",1,1,0,20,0
12/31/2016,70400,69840,1111,"130,3",59,25,0,0,0,0,0,1,17,1,"1,123",5,0,281,"0,442",1,1,0,20,0
12/18/2016,70000,69855,1125,"106,5",0,0,0,0,58,0,1,0,40,0,1,4,0,459,"0,722","0,99","0,89",0,20,0
2/8/2017,27700,27676,1126,"37,8",0,0,0,0,"5,4",0,0,0,40,0,1,2,0,51,"0,08",1,1,0,20,0
2/19/2017,35000,34757,1126,"66,5",0,0,0,0,"11,9",0,0,0,40,"0,5",1,2,0,113,"0,178",1,1,0,20,26
2/26/2017,32000,31816,1126,"64,5",0,0,0,0,0,0,0,0,38,0,1,2,0,82,"0,129",1,1,0,20,0
3/1/2017,95000,95000,1111,"183,3","62,3","58,7",0,0,0,0,0,1,40,1,"1,1",2,0,342,"0,538","1,17",1,0,20,0
3/18/2017,50000,49368,1126,"90,4",0,0,0,0,0,0,0,0,40,0,1,3,0,193,"0,303",1,1,0,20,0
3/23/2017,60000,59972,1121,"123,5","40,8","34,9",0,0,0,0,0,1,40,0,1,2,0,"177,5","0,279",1,1,0,20,0
7/8/2017,39000,38986,1126,"67,2",0,0,0,0,11,0,0,0,40,0,1,2,0,75,"0,118",1,1,0,20,0
7/12/2017,64500,64047,1126,"130,9",0,0,"23,4",0,0,0,1,0,40,0,1,2,0,124,"0,195",1,1,0,20,0
7/30/2017,54500,54391,1122,"115,2","40,3","34,6",0,0,0,0,0,1,40,1,1,2,0,132,"0,208","0,81","0,94",0,20,0
8/17/2017,106000,105902,1122,"201,7","78,2",0,0,0,8,1,1,0,40,0,1,8,0,150,"0,236","0,99","0,92",0,20,0
9/3/2017,44900,44880,1126,69,0,0,0,0,0,0,0,0,40,1,1,2,0,68,"0,107","1,04",1,0,20,27
9/24/2017,41900,41462,1126,"55,4",0,0,0,0,"14,3",0,0,0,40,0,1,2,0,"57,2","0,09",1,1,0,20,0
10/22/2017,40100,40030,1126,"93,4","14,2",0,0,0,6,0,1,0,40,1,1,2,0,59,"0,093","0,94","0,96",0,20,0
12/8/2017,58500,58107,1111,"81,4","40,7",0,0,0,0,0,1,0,40,1,"1,027",2,0,292,"0,459","0,74","0,94",0,20,0
12/17/2017,35000,34948,1126,"58,5",0,0,0,0,"19,7",0,0,0,40,1,1,3,0,166,"0,261",1,1,0,20,0
1/21/2018,30000,29996,1122,"51,1",0,0,0,0,0,0,0,0,40,1,1,2,0,70,"0,11","1,04",1,0,20,0
1/18/2018,78000,77946,1111,"133,6","49,5","31,3",0,0,0,0,0,1,40,1,"1,136",2,0,207,"0,325","0,9","0,83",0,20,0
2/18/2018,32000,31959,1126,"47,2",0,0,0,0,"7,9",0,0,0,40,1,1,2,0,103,"0,162",1,1,0,20,0
2/23/2018,58300,58191,1122,"124,8",0,"25,2",0,0,0,0,0,1,40,0,1,3,0,71,"0,112","1,09","1,06",0,20,0
3/4/2018,29950,29946,1126,52,0,0,0,0,"12,5",0,0,0,40,0,1,2,0,93,"0,146",1,1,0,20,0
3/14/2018,42100,41455,1126,"54,5",0,0,"1,2",0,"15,3",0,0,0,40,0,1,2,0,149,"0,234",1,1,0,20,0
3/17/2018,74900,74696,1111,118,"41,4","22,2",0,0,"11,3",0,0,1,40,1,"1,257",4,0,262,"0,412","0,97",1,0,20,0
3/22/2018,60500,60008,1122,"84,4",0,0,0,0,"42,2",0,1,0,40,0,1,2,0,114,"0,179","1,02",1,0,20,0
3/24/2018,36000,35971,1121,"55,2",0,0,0,0,0,0,1,0,40,0,1,2,0,"32,2","0,051",1,1,0,20,0
3/25/2018,122500,119560,1111,166,0,0,0,0,0,0,0,0,40,1,1,4,0,338,"0,531","1,33","1,33",0,20,0
4/12/2018,41600,41169,1126,"86,2","28,1",0,"0,7",0,0,0,1,0,40,1,1,4,0,76,"0,119",1,1,0,20,0
4/19/2018,56300,55223,1126,"118,8",0,0,0,0,0,0,0,1,40,0,1,3,0,76,"0,119","1,19","1,06",0,20,0
4/29/2018,81000,80814,1111,"161,9","60,7",44,0,0,0,0,0,1,35,1,"1,041",4,0,283,"0,445","1,12",1,0,20,0
